#     V0          s range       Energy (HF1) [ho]  Energy (HF2)      EKIN        EHO             EPOT
 -2.000000E+01   1.000000E-01   1.914692E+00   1.914692E+00   1.072693E+00   4.674573E-01  -1.858297E-01
 -2.000000E+01   2.000000E-01   1.547845E+00   1.547845E+00   1.724524E+00   3.122470E-01  -1.602345E+00
 -2.000000E+01   3.000000E-01  -1.522121E-02  -1.522121E-02   5.703781E+00   1.015120E-01  -1.184405E+01
 -2.000000E+01   4.000000E-01  -1.275862E+00  -1.275862E+00   5.410567E+00   1.050542E-01  -1.379308E+01
 -2.000000E+01   5.000000E-01  -1.891464E+00  -1.891464E+00   4.650911E+00   1.213323E-01  -1.357008E+01
 -2.000000E+01   6.000000E-01  -2.162959E+00  -2.162959E+00   3.984436E+00   1.407928E-01  -1.285796E+01
 -2.000000E+01   7.000000E-01  -2.254443E+00  -2.254443E+00   3.455947E+00   1.613152E-01  -1.206604E+01
 -2.000000E+01   8.000000E-01  -2.248985E+00  -2.248985E+00   3.042456E+00   1.820073E-01  -1.131091E+01
 -2.000000E+01   9.000000E-01  -2.190201E+00  -2.190201E+00   2.716819E+00   2.023703E-01  -1.062352E+01
 -2.000000E+01   1.000000E+00  -2.102037E+00  -2.102037E+00   2.457368E+00   2.220903E-01  -1.000717E+01
 -2.000000E+01   1.100000E+00  -1.998166E+00  -1.998166E+00   2.248067E+00   2.409655E-01  -9.456327E+00
 -2.000000E+01   1.200000E+00  -1.886636E+00  -1.886636E+00   2.077215E+00   2.588723E-01  -8.963192E+00
 -2.000000E+01   1.300000E+00  -1.772291E+00  -1.772291E+00   1.936234E+00   2.757441E-01  -8.520028E+00
 -2.000000E+01   1.400000E+00  -1.658079E+00  -1.658079E+00   1.818764E+00   2.915573E-01  -8.119916E+00
 -2.000000E+01   1.500000E+00  -1.545797E+00  -1.545797E+00   1.720027E+00   3.063193E-01  -7.756925E+00
 -2.000000E+01   1.600000E+00  -1.436525E+00  -1.436525E+00   1.636384E+00   3.200594E-01  -7.426055E+00
 -2.000000E+01   1.700000E+00  -1.330886E+00  -1.330886E+00   1.565029E+00   3.328213E-01  -7.123115E+00
 -2.000000E+01   1.800000E+00  -1.229212E+00  -1.229212E+00   1.503770E+00   3.446568E-01  -6.844592E+00
 -2.000000E+01   1.900000E+00  -1.131644E+00  -1.131644E+00   1.450877E+00   3.556221E-01  -6.587531E+00
 -2.000000E+01   2.000000E+00  -1.038202E+00  -1.038202E+00   1.404967E+00   3.657742E-01  -6.349436E+00
 -2.000000E+01   2.100000E+00  -9.488261E-01  -9.488261E-01   1.364928E+00   3.751694E-01  -6.128185E+00
 -2.000000E+01   2.200000E+00  -8.634057E-01  -8.634057E-01   1.329854E+00   3.838615E-01  -5.921965E+00
 -2.000000E+01   2.300000E+00  -7.818011E-01  -7.818011E-01   1.299006E+00   3.919017E-01  -5.729221E+00
 -2.000000E+01   2.400000E+00  -7.038551E-01  -7.038551E-01   1.271772E+00   3.993381E-01  -5.548606E+00
 -2.000000E+01   2.500000E+00  -6.294024E-01  -6.294024E-01   1.247643E+00   4.062157E-01  -5.378954E+00
 -2.000000E+01   2.600000E+00  -5.582748E-01  -5.582748E-01   1.226197E+00   4.125763E-01  -5.219250E+00
 -2.000000E+01   2.700000E+00  -4.903061E-01  -4.903061E-01   1.207077E+00   4.184588E-01  -5.068601E+00
 -2.000000E+01   2.800000E+00  -4.253338E-01  -4.253338E-01   1.189981E+00   4.238996E-01  -4.926227E+00
 -2.000000E+01   2.900000E+00  -3.632011E-01  -3.632011E-01   1.174653E+00   4.289324E-01  -4.791437E+00
 -2.000000E+01   3.000000E+00  -3.037577E-01  -3.037577E-01   1.160875E+00   4.335883E-01  -4.663619E+00
