#     V0          s range       Energy (HF1) [ho]  Energy (HF2)      EKIN        EHO             EPOT
 -2.000000E+01   1.000000E-01   7.358680E+00   7.358680E+00   4.569930E+00   1.755355E+00  -1.443921E+00
 -2.000000E+01   2.000000E-01   3.288104E+00   3.288104E+00   1.962914E+01   4.605565E-01  -3.452430E+01
 -2.000000E+01   3.000000E-01  -5.737397E+00  -5.737397E+00   2.771094E+01   3.048171E-01  -6.811595E+01
 -2.000000E+01   4.000000E-01  -1.053662E+01  -1.053662E+01   2.552565E+01   3.268716E-01  -7.343203E+01
 -2.000000E+01   5.000000E-01  -1.281275E+01  -1.281275E+01   2.248524E+01   3.692961E-01  -7.207317E+01
 -2.000000E+01   6.000000E-01  -1.379618E+01  -1.379618E+01   1.974146E+01   4.194453E-01  -6.875306E+01
 -2.000000E+01   7.000000E-01  -1.409379E+01  -1.409379E+01   1.744631E+01   4.736468E-01  -6.497478E+01
 -2.000000E+01   8.000000E-01  -1.401469E+01  -1.401469E+01   1.555892E+01   5.301729E-01  -6.126790E+01
 -2.000000E+01   9.000000E-01  -1.372461E+01  -1.372461E+01   1.400691E+01   5.879631E-01  -5.781488E+01
 -2.000000E+01   1.000000E+00  -1.331641E+01  -1.331641E+01   1.272331E+01   6.462624E-01  -5.466448E+01
 -2.000000E+01   1.100000E+00  -1.284402E+01  -1.284402E+01   1.165349E+01   7.044908E-01  -5.181297E+01
 -2.000000E+01   1.200000E+00  -1.233959E+01  -1.233959E+01   1.075457E+01   7.621861E-01  -4.923706E+01
 -2.000000E+01   1.300000E+00  -1.182267E+01  -1.182267E+01   9.993254E+00   8.189759E-01  -4.690775E+01
 -2.000000E+01   1.400000E+00  -1.130525E+01  -1.130525E+01   9.343657E+00   8.745603E-01  -4.479605E+01
 -2.000000E+01   1.500000E+00  -1.079471E+01  -1.079471E+01   8.785542E+00   9.287016E-01  -4.287530E+01
 -2.000000E+01   1.600000E+00  -1.029553E+01  -1.029553E+01   8.302970E+00   9.812148E-01  -4.112187E+01
 -2.000000E+01   1.700000E+00  -9.810379E+00  -9.810379E+00   7.883280E+00   1.031961E+00  -3.951516E+01
 -2.000000E+01   1.800000E+00  -9.340714E+00  -9.340714E+00   7.516325E+00   1.080841E+00  -3.803744E+01
 -2.000000E+01   1.900000E+00  -8.887247E+00  -8.887247E+00   7.193906E+00   1.127790E+00  -3.667346E+01
 -2.000000E+01   2.000000E+00  -8.450187E+00  -8.450187E+00   6.909345E+00   1.172770E+00  -3.541014E+01
 -2.000000E+01   2.100000E+00  -8.029423E+00  -8.029423E+00   6.657157E+00   1.215768E+00  -3.423623E+01
 -2.000000E+01   2.200000E+00  -7.624638E+00  -7.624638E+00   6.432809E+00   1.256792E+00  -3.314206E+01
 -2.000000E+01   2.300000E+00  -7.235387E+00  -7.235387E+00   6.232525E+00   1.295864E+00  -3.211928E+01
 -2.000000E+01   2.400000E+00  -6.861146E+00  -6.861146E+00   6.053140E+00   1.333021E+00  -3.116066E+01
 -2.000000E+01   2.500000E+00  -6.501350E+00  -6.501350E+00   5.891989E+00   1.368307E+00  -3.025991E+01
 -2.000000E+01   2.600000E+00  -6.155414E+00  -6.155414E+00   5.746810E+00   1.401778E+00  -2.941156E+01
 -2.000000E+01   2.700000E+00  -5.822749E+00  -5.822749E+00   5.615675E+00   1.433494E+00  -2.861082E+01
 -2.000000E+01   2.800000E+00  -5.502775E+00  -5.502775E+00   5.496936E+00   1.463517E+00  -2.785349E+01
 -2.000000E+01   2.900000E+00  -5.194924E+00  -5.194924E+00   5.389171E+00   1.491916E+00  -2.713585E+01
 -2.000000E+01   3.000000E+00  -4.898646E+00  -4.898646E+00   5.291155E+00   1.518760E+00  -2.645464E+01
