#     V0          s range       <x^2> [ho units]  Norm denmat []
 -2.000000E+01   1.000000E-01   1.352458E+00   3.000000E+00
 -2.000000E+01   2.000000E-01   4.453592E-01   3.000000E+00
 -2.000000E+01   3.000000E-01   2.343399E-01   3.000000E+00
 -2.000000E+01   4.000000E-01   2.534566E-01   3.000000E+00
 -2.000000E+01   5.000000E-01   2.912411E-01   3.000000E+00
 -2.000000E+01   6.000000E-01   3.356439E-01   3.000000E+00
 -2.000000E+01   7.000000E-01   3.832749E-01   3.000000E+00
 -2.000000E+01   8.000000E-01   4.325285E-01   3.000000E+00
 -2.000000E+01   9.000000E-01   4.824098E-01   3.000000E+00
 -2.000000E+01   1.000000E+00   5.322135E-01   3.000000E+00
 -2.000000E+01   1.100000E+00   5.814079E-01   3.000000E+00
 -2.000000E+01   1.200000E+00   6.295842E-01   3.000000E+00
 -2.000000E+01   1.300000E+00   6.764303E-01   3.000000E+00
 -2.000000E+01   1.400000E+00   7.217132E-01   3.000000E+00
 -2.000000E+01   1.500000E+00   7.652660E-01   3.000000E+00
 -2.000000E+01   1.600000E+00   8.069772E-01   3.000000E+00
 -2.000000E+01   1.700000E+00   8.467805E-01   3.000000E+00
 -2.000000E+01   1.800000E+00   8.846469E-01   3.000000E+00
 -2.000000E+01   1.900000E+00   9.205769E-01   3.000000E+00
 -2.000000E+01   2.000000E+00   9.545939E-01   3.000000E+00
 -2.000000E+01   2.100000E+00   9.867389E-01   3.000000E+00
 -2.000000E+01   2.200000E+00   1.017066E+00   3.000000E+00
 -2.000000E+01   2.300000E+00   1.045638E+00   3.000000E+00
 -2.000000E+01   2.400000E+00   1.072524E+00   3.000000E+00
 -2.000000E+01   2.500000E+00   1.097799E+00   3.000000E+00
 -2.000000E+01   2.600000E+00   1.121538E+00   3.000000E+00
 -2.000000E+01   2.700000E+00   1.143817E+00   3.000000E+00
 -2.000000E+01   2.800000E+00   1.164713E+00   3.000000E+00
 -2.000000E+01   2.900000E+00   1.184302E+00   3.000000E+00
 -2.000000E+01   3.000000E+00   1.202658E+00   3.000000E+00
