-2.000000000000000000e+01 4.294531347404652588e-01
-1.900000000000000000e+01 4.333647434513842045e-01
-1.800000000000000000e+01 4.386086524423267186e-01
-1.700000000000000000e+01 4.454150432782169600e-01
-1.600000000000000000e+01 4.540566516438317435e-01
-1.500000000000000000e+01 4.648532183096979464e-01
-1.400000000000000000e+01 4.781727341804952736e-01
-1.300000000000000000e+01 4.944262084608556651e-01
-1.200000000000000000e+01 5.140513099095960214e-01
-1.100000000000000000e+01 5.374793830271765716e-01
-1.000000000000000000e+01 5.650813658304847387e-01
-9.000000000000000000e+00 5.970928599370188827e-01
-8.000000000000000000e+00 6.335281222359823161e-01
-7.000000000000000000e+00 6.741050418100971164e-01
-6.000000000000000000e+00 7.182113039914014285e-01
-5.000000000000000000e+00 7.649366456057952179e-01
-4.000000000000000000e+00 8.131740921874085481e-01
-3.000000000000000000e+00 8.617642259771186586e-01
-2.000000000000000000e+00 9.096390367047811898e-01
-1.000000000000000000e+00 9.559267000112047219e-01
0.000000000000000000e+00 9.999999999999982236e-01
1.000000000000000000e+00 1.041473743893264414e+00
2.000000000000000000e+00 1.080169158458882617e+00
3.000000000000000000e+00 1.116064541233025009e+00
4.000000000000000000e+00 1.149246178973760024e+00
5.000000000000000000e+00 1.179866955457833599e+00
6.000000000000000000e+00 1.208114999972373704e+00
7.000000000000000000e+00 1.234191812272070532e+00
8.000000000000000000e+00 1.258298079367620614e+00
9.000000000000000000e+00 1.280625184531470895e+00
1.000000000000000000e+01 1.301350659118049480e+00
1.100000000000000000e+01 1.320636220671450367e+00
1.200000000000000000e+01 1.338627420318264871e+00
1.300000000000000000e+01 1.355454231317287039e+00
1.400000000000000000e+01 1.371232140283084711e+00
1.500000000000000000e+01 1.386063463938387086e+00
1.600000000000000000e+01 1.400038723178220756e+00
1.700000000000000000e+01 1.413237977515964028e+00
1.800000000000000000e+01 1.425732068362702165e+00
1.900000000000000000e+01 1.437583747673746526e+00
2.000000000000000000e+01 1.448848685296657779e+00
