-2.000000000000000000e+01 9.899156020221145935e-01 9.215546213965839506e-01 9.175953721667947649e-01 7.844433916506787785e-02 7.552857921941723285e-02 1.084273710629342878e-02 4.977257922738931827e-03 9.252215401087150737e-04 1.849564466546780694e-04 2.467865469411532344e-05 4.974416473939186011e-06 9.812262474844899787e-07 4.541208671623798302e-07 1.426321283538307198e-07 8.196381057584436845e-08
-1.900000000000000000e+01 9.915119874229741948e-01 9.239545285333314872e-01 9.204829756962944476e-01 7.572398284087995812e-02 7.321710338356188230e-02 9.515734410449162156e-03 4.603649442631227266e-03 8.025323583027031606e-04 1.610437242160175149e-04 2.094034124211527988e-05 4.142855792023348790e-06 8.204428532220582959e-07 3.735578185013022526e-07 1.186147809344153043e-07 6.637487314245134051e-08
-1.800000000000000000e+01 9.930485767296346467e-01 9.265001701917415788e-01 9.235355921842276494e-01 7.284701050093496388e-02 7.074858499041281057e-02 8.235668356217699243e-03 4.238565885238045755e-03 6.843874914318662890e-04 1.393126639466117167e-04 1.758799824273200182e-05 3.415306410751122032e-06 6.768148672276673783e-07 3.015332310626149470e-07 9.687115463498822517e-08 5.248230745304159534e-08
-1.700000000000000000e+01 9.945008480646394533e-01 9.292147545137189324e-01 9.267679127810269923e-01 6.979819537103969240e-02 6.810092654281824087e-02 7.022192842482824840e-03 3.885508956413478553e-03 5.714338285713338201e-04 1.199094841190244707e-04 1.462277394054811493e-05 2.788488974111122770e-06 5.502807105889293651e-07 2.382338645860475881e-07 7.749575761357789518e-08 4.034191858023486541e-08
-1.600000000000000000e+01 9.958408298129317604e-01 9.321302983764155892e-01 9.301998576599636026e-01 6.655685648955327050e-02 6.524467106329057131e-02 5.897129918550307083e-03 3.548038130749856574e-03 4.643612476483637247e-04 1.029500531873778777e-04 1.203500663010507410e-05 2.257418226369401680e-06 4.405369152573618343e-07 1.837475474594506915e-07 6.054910444682592217e-08 2.998928317041436571e-08
-1.500000000000000000e+01 9.970378880758492546e-01 9.352906766851443177e-01 9.338590215198365740e-01 6.309447875776250103e-02 6.214050215485052847e-02 4.883238267753228258e-03 3.229448062158624816e-03 3.640705577506457200e-04 8.850813592125642807e-05 9.799415316740775006e-06 1.815818930887384220e-06 3.470168768309353408e-07 1.380428849704684548e-07 4.604775177946199884e-08 2.144121060102192625e-08
-1.400000000000000000e+01 9.980605130616605480e-01 9.387543357286476375e-01 9.377831542259751352e-01 5.937236726577206636e-02 5.873709336215297144e-02 4.001856052133315710e-03 2.932291212350072052e-03 2.720465384852152569e-04 7.660101095456580734e-05 7.866140288817640466e-06 1.456939470523271761e-06 2.688682628741227484e-07 1.009420467393957719e-07 3.395392610760655317e-08 1.469787741307444914e-08
-1.300000000000000000e+01 9.988795787629324296e-01 9.425947610587123160e-01 9.420212751747263358e-01 5.534074304098859920e-02 5.497100505816624599e-02 3.269151186856845623e-03 2.657746027304817588e-03 1.909404825740155089e-04 6.717039896456611858e-05 6.143389086135848761e-06 1.174561585818655685e-06 2.048862080375485330e-07 7.207547403053393707e-08 2.416527397689382759e-08 9.731155458673690508e-09
-1.200000000000000000e+01 9.994734685172006472e-01 9.468951233775136922e-01 9.466306142378899668e-01 5.094206733608009491e-02 5.077178196566753399e-02 2.691362812309980659e-03 2.404902404450072820e-03 1.249603470508343017e-04 6.005505006463920882e-05 4.473482991447190466e-06 9.635272530337388449e-07 1.532100178673084433e-07 5.080453372406948930e-08 1.650369265810559134e-08 6.423274691601498485e-09
-1.100000000000000000e+01 9.998349628369161968e-01 9.517320915371860757e-01 9.516652130558763689e-01 4.612270148576268908e-02 4.607661645849048249e-02 2.260714291437497872e-03 2.170165775356925741e-03 7.891552154517267608e-05 5.495153473866517521e-05 2.687732672809962178e-06 8.187896988168585679e-07 1.097352411780732423e-07 3.611781148344592294e-08 1.068766238458430913e-08 4.439597270345865608e-09
-1.000000000000000000e+01 9.999786118604756524e-01 9.571525181763526069e-01 9.571449060190350133e-01 4.085787193112940668e-02 4.085646128608273059e-02 1.954416774639801575e-03 1.947144631651644446e-03 5.478065409405121438e-05 5.136739817260068297e-05 1.093673939488302444e-06 7.325724906430751767e-07 5.918435926569582026e-08 2.656075572904622085e-08 6.074768780813030909e-09 3.202065942410903090e-09
-9.000000000000000000e+00 9.999455776322012657e-01 9.630928712276854986e-01 9.630595074572484426e-01 3.517834716575249376e-02 3.516045133902356845e-02 1.737523213427065233e-03 1.727468541036612446e-03 4.859239775741353186e-05 4.825956987856919319e-05 6.909015289022249358e-07 6.713604332938734026e-07 2.036342533488440674e-08 1.520906070120358276e-08 2.219833935860865918e-09 1.401690261010982074e-09
-8.000000000000000000e+00 9.998017355210370161e-01 9.694178255019252344e-01 9.692605058662705497e-01 2.921603923528328858e-02 2.913427165251656487e-02 1.568183948393874405e-03 1.502784687735362864e-03 5.099462986613099974e-05 4.574203225655919616e-05 1.194656151110486176e-06 6.723898754451970471e-07 3.031473503839971791e-08 1.595105364821813361e-08 2.225326843622234855e-09 1.387584718484625813e-09
-7.000000000000000000e+00 9.996261814491913533e-01 9.758384933593861055e-01 9.755278744285559300e-01 2.319775794266255159e-02 2.303833476087090854e-02 1.404790883571707715e-03 1.267598314964873399e-03 5.460478170442318436e-05 4.192665993783211526e-05 1.738922243702587883e-06 6.514904644251886836e-07 3.250913866764684834e-08 1.241932491551915691e-08 1.302612791101088788e-09 7.753714284473422259e-10
-6.000000000000000000e+00 9.994921099426563593e-01 9.819944470084437382e-01 9.815610536428081012e-01 1.742120160137654652e-02 1.720132384047958624e-02 1.215336484499663066e-03 1.021936821773399527e-03 5.347874247329658130e-05 3.653058500721131783e-05 1.936762004910762492e-06 6.053460798699172579e-07 2.871518914057681400e-08 9.418041419455220499e-09 6.981594367788082344e-10 3.910091479583906712e-10
-5.000000000000000000e+00 9.994475103812087147e-01 9.875265439059129902e-01 9.870462849543234496e-01 1.219215150016929664e-02 1.195069228086261155e-02 9.861680968597701449e-04 7.726350342527293739e-04 4.617926602956850445e-05 2.947987955604719707e-05 1.803022775290503359e-06 5.211789079620386517e-07 2.314351661896738387e-08 6.821923998492757381e-09 3.551921562319978155e-10 1.785118681116485788e-10
-4.000000000000000000e+00 9.995042210281771533e-01 9.921544628092859863e-01 9.917183297708010992e-01 7.762639338720490889e-03 7.544646380652290409e-03 7.253982164272315333e-04 5.326574035224416635e-04 3.444874918241773557e-05 2.134053788443916017e-05 1.433067543655391731e-06 4.010507534038294027e-07 1.682192538388248112e-08 4.581511719867932801e-09 1.706581527508821204e-10 7.296428938093935504e-11
-3.000000000000000000e+00 9.996390979305200819e-01 9.957172804115934639e-01 9.953978582205529335e-01 4.295475739262943383e-03 4.136260690470932276e-03 4.594148456243175339e-04 3.188224539663011463e-04 2.139187494228680627e-05 1.317650463043109576e-05 9.461990845608207277e-07 2.618337264091403385e-07 1.049094128436591974e-08 2.704043056086412981e-09 7.488335313149530669e-11 2.576501882045256301e-11
-2.000000000000000000e+00 9.998046472669425144e-01 9.981716488037010171e-01 9.979985490948405369e-01 1.860342042083069306e-03 1.774078085150400082e-03 2.250034475903893265e-04 1.488482225167948479e-04 1.003869642831765459e-05 6.236305075368771673e-06 4.714482622537568284e-07 1.302700010206489078e-07 5.030761488580215539e-09 1.252317327298202268e-09 2.717226772736815144e-11 7.147758779886949464e-12
-1.000000000000000000e+00 9.999432692512044696e-01 9.995645069090881574e-01 9.995143776182197071e-01 4.496151851555621579e-04 4.245900030366924513e-04 6.071934534577569788e-05 3.858976818723687036e-05 2.555131933038966065e-06 1.612869825682160277e-06 1.270639074324379662e-07 3.520647303954132403e-08 1.318722576519697840e-09 3.219831978448497718e-10 5.799796761236718837e-12 1.124301067641815043e-12
0.000000000000000000e+00 9.999999999999988898e-01 9.999999999999986677e-01 9.999999999999985567e-01 1.044775414336424530e-17 4.798981876288690407e-18 2.848060295673987958e-18 1.558935691971386340e-18 1.307867371884916387e-19 1.307867371884916387e-19 4.031788171072336013e-32 -3.561032743334909069e-19 -1.521121417158399159e-18 -1.521121417158399159e-18 -2.220324171289389496e-17 -2.854453744724959883e-16
1.000000000000000000e+00 9.999311076469922233e-01 9.996117187618663857e-01 9.995516584993373588e-01 4.122508401226231264e-04 3.820599054449645249e-04 6.697908085483443488e-05 4.002082071578996541e-05 2.434081058814391495e-06 1.597293644119355374e-06 1.340082964348702154e-07 3.740217829967581329e-08 1.332676387523184714e-09 3.216453239804731455e-10 4.670642755035421135e-12 4.945628996802587696e-13
2.000000000000000000e+00 9.997081101790692426e-01 9.985430256687565231e-01 9.982908672940100647e-01 1.566977729245432266e-03 1.439676531773795331e-03 2.749295638508389406e-04 1.603845931539360579e-04 9.196461525592691019e-06 6.149112713740126356e-06 5.286500671690334091e-07 1.478023076587464873e-07 5.151340580132812757e-09 1.243479977948645687e-09 1.723297313338016478e-11 1.459805280568611302e-12
