-2.000000000000000000e+01 9.767703936217582150e-01
-1.900000000000000000e+01 9.796070756140752289e-01
-1.800000000000000000e+01 9.842518608068842045e-01
-1.700000000000000000e+01 9.912998711732723400e-01
-1.600000000000000000e+01 1.001554870887598092e+00
-1.500000000000000000e+01 1.016101870294752185e+00
-1.400000000000000000e+01 1.036394098296529620e+00
-1.300000000000000000e+01 1.064338428972375183e+00
-1.200000000000000000e+01 1.102333221001662977e+00
-1.100000000000000000e+01 1.153160643814638231e+00
-1.000000000000000000e+01 1.219585066657061123e+00
-9.000000000000000000e+00 1.303559290121224956e+00
-8.000000000000000000e+00 1.405244877016842864e+00
-7.000000000000000000e+00 1.522514959237001531e+00
-6.000000000000000000e+00 1.651561472782187456e+00
-5.000000000000000000e+00 1.788278098294552088e+00
-4.000000000000000000e+00 1.929342240094105376e+00
-3.000000000000000000e+00 2.072441537574420956e+00
-2.000000000000000000e+00 2.215985471140946128e+00
-1.000000000000000000e+00 2.358803487631536910e+00
0.000000000000000000e+00 2.499999999999999112e+00
1.000000000000000000e+00 2.638902625733811291e+00
2.000000000000000000e+00 2.775022919563777002e+00
3.000000000000000000e+00 2.908008176778667409e+00
4.000000000000000000e+00 3.037597451109434576e+00
5.000000000000000000e+00 3.163593997888170417e+00
6.000000000000000000e+00 3.285853678129584843e+00
7.000000000000000000e+00 3.404281326003542940e+00
8.000000000000000000e+00 3.518827444746598587e+00
9.000000000000000000e+00 3.629481785206835731e+00
1.000000000000000000e+01 3.736264245310123133e+00
1.100000000000000000e+01 3.839215340271831423e+00
1.200000000000000000e+01 3.938388412822548812e+00
1.300000000000000000e+01 4.033844723519746545e+00
1.400000000000000000e+01 4.125651439943222698e+00
1.500000000000000000e+01 4.213881790621865520e+00
1.600000000000000000e+01 4.298616365782595317e+00
1.700000000000000000e+01 4.379944627958275660e+00
1.800000000000000000e+01 4.457965971936133087e+00
1.900000000000000000e+01 4.532789996608709515e+00
2.000000000000000000e+01 4.604535925957618403e+00
