-2.000000000000000000e+01 1.294599335613428659e+00
-1.900000000000000000e+01 1.297624447457448316e+00
-1.800000000000000000e+01 1.302325198403716300e+00
-1.700000000000000000e+01 1.309252902074802050e+00
-1.600000000000000000e+01 1.319161316338931300e+00
-1.500000000000000000e+01 1.333087490010942178e+00
-1.400000000000000000e+01 1.352460731252015824e+00
-1.300000000000000000e+01 1.379237472153626021e+00
-1.200000000000000000e+01 1.416035622500705138e+00
-1.100000000000000000e+01 1.466182620044704565e+00
-1.000000000000000000e+01 1.533484585267993694e+00
-9.000000000000000000e+00 1.621433343468863031e+00
-8.000000000000000000e+00 1.731757875248677303e+00
-7.000000000000000000e+00 1.863003774019708736e+00
-6.000000000000000000e+00 2.010571357298842177e+00
-5.000000000000000000e+00 2.168674486067544649e+00
-4.000000000000000000e+00 2.332540583594962857e+00
-3.000000000000000000e+00 2.499138270000479167e+00
-2.000000000000000000e+00 2.666671568713573581e+00
-1.000000000000000000e+00 2.833932511252016617e+00
0.000000000000000000e+00 3.000000000000010658e+00
1.000000000000000000e+00 3.164173203180508320e+00
2.000000000000000000e+00 3.325943157372047487e+00
3.000000000000000000e+00 3.484940591838864954e+00
4.000000000000000000e+00 3.640884569520265401e+00
5.000000000000000000e+00 3.793556839910530165e+00
6.000000000000000000e+00 3.942798690729560462e+00
7.000000000000000000e+00 4.088512674319074058e+00
8.000000000000000000e+00 4.230655949887215606e+00
9.000000000000000000e+00 4.369223291790067520e+00
1.000000000000000000e+01 4.504225796652958635e+00
1.100000000000000000e+01 4.635672956817732171e+00
1.200000000000000000e+01 4.763562993319965244e+00
1.300000000000000000e+01 4.887882304982312576e+00
1.400000000000000000e+01 5.008611790039456224e+00
1.500000000000000000e+01 5.125736435590927620e+00
1.600000000000000000e+01 5.239254748875938006e+00
1.700000000000000000e+01 5.349185680326977277e+00
1.800000000000000000e+01 5.455572001893735035e+00
1.900000000000000000e+01 5.558480202038960982e+00
2.000000000000000000e+01 5.657997644186322006e+00
