-1.000000000000000000e+01 2.974321284872280809e-29 8.922963854616842427e-29
-9.999000000000000554e+00 3.025184400859415494e-29 9.075553202578246482e-29
-9.997999999999999332e+00 3.076910051506267733e-29 9.230730154518803761e-29
-9.996999999999999886e+00 3.129512738170057142e-29 9.388538214510171426e-29
-9.996000000000000441e+00 3.183007203861878106e-29 9.549021611585634877e-29
-9.994999999999999218e+00 3.237408437236431365e-29 9.712225311709294096e-29
-9.993999999999999773e+00 3.292731676647847567e-29 9.878195029943542702e-29
-9.993000000000000327e+00 3.348992414271857245e-29 1.004697724281557174e-28
-9.992000000000000881e+00 3.406206400295185017e-29 1.021861920088555617e-28
-9.990999999999999659e+00 3.464389647173374232e-29 1.039316894152012382e-28
-9.990000000000000213e+00 3.523558433958098078e-29 1.057067530187429367e-28
-9.989000000000000767e+00 3.583729310695954856e-29 1.075118793208786345e-28
-9.987999999999999545e+00 3.644919102898231727e-29 1.093475730869469462e-28
-9.987000000000000099e+00 3.707144916084047741e-29 1.112143474825214266e-28
-9.986000000000000654e+00 3.770424140398080687e-29 1.131127242119424206e-28
-9.984999999999999432e+00 3.834774455303246608e-29 1.150432336590974039e-28
-9.983999999999999986e+00 3.900213834349876745e-29 1.170064150304963136e-28
-9.983000000000000540e+00 3.966760550023726501e-29 1.190028165007118006e-28
-9.981999999999999318e+00 4.034433178672154989e-29 1.210329953601646497e-28
-9.980999999999999872e+00 4.103250605510833848e-29 1.230975181653250154e-28
-9.980000000000000426e+00 4.173232029713017194e-29 1.251969608913905046e-28
-9.978999999999999204e+00 4.244396969580892354e-29 1.273319090874267762e-28
-9.977999999999999758e+00 4.316765267801473176e-29 1.295029580340442009e-28
-9.977000000000000313e+00 4.390357096789082932e-29 1.317107129036724824e-28
-9.976000000000000867e+00 4.465192964114036140e-29 1.339557889234210898e-28
-9.974999999999999645e+00 4.541293718020279291e-29 1.362388115406083899e-28
-9.974000000000000199e+00 4.618680553032582957e-29 1.385604165909774831e-28
-9.973000000000000753e+00 4.697375015656034631e-29 1.409212504696810501e-28
-9.971999999999999531e+00 4.777399010167913561e-29 1.433219703050374068e-28
-9.971000000000000085e+00 4.858774804503276028e-29 1.457632441350982808e-28
-9.970000000000000639e+00 4.941525036238035110e-29 1.482457510871410645e-28
-9.968999999999999417e+00 5.025672718668379171e-29 1.507701815600513751e-28
-9.967999999999999972e+00 5.111241246988994772e-29 1.533372374096698431e-28
-9.967000000000000526e+00 5.198254404573380343e-29 1.559476321372013991e-28
-9.965999999999999304e+00 5.286736369355012992e-29 1.586020910806504010e-28
-9.964999999999999858e+00 5.376711720312581338e-29 1.613013516093774514e-28
-9.964000000000000412e+00 5.468205444062083609e-29 1.640461633218625195e-28
-9.962999999999999190e+00 5.561242941554775339e-29 1.668372882466432490e-28
-9.961999999999999744e+00 5.655850034884379117e-29 1.696755010465313623e-28
-9.961000000000000298e+00 5.752052974206242378e-29 1.725615892261872714e-28
-9.960000000000000853e+00 5.849878444767703369e-29 1.754963533430311011e-28
-9.958999999999999631e+00 5.949353574053442056e-29 1.784806072216032617e-28
-9.958000000000000185e+00 6.050505939046829404e-29 1.815151781714048821e-28
-9.957000000000000739e+00 6.153363573610040620e-29 1.846009072083012186e-28
-9.955999999999999517e+00 6.257954975983289976e-29 1.877386492794986881e-28
-9.955000000000000071e+00 6.364309116406284645e-29 1.909292734921885505e-28
-9.954000000000000625e+00 6.472455444864107108e-29 1.941736633459232245e-28
-9.952999999999999403e+00 6.582423898958630376e-29 1.974727169687589113e-28
-9.951999999999999957e+00 6.694244911906667745e-29 2.008273473572000211e-28
-9.951000000000000512e+00 6.807949420670948849e-29 2.042384826201284655e-28
-9.949999999999999289e+00 6.923568874220605950e-29 2.077070662266182009e-28
-9.948999999999999844e+00 7.041135241925742068e-29 2.112340572577722845e-28
-9.948000000000000398e+00 7.160681022091455221e-29 2.148204306627436454e-28
-9.946999999999999176e+00 7.282239250626493810e-29 2.184671775187948255e-28
-9.945999999999999730e+00 7.405843509854869113e-29 2.221753052956460510e-28
-9.945000000000000284e+00 7.531527937470937198e-29 2.259458381241281384e-28
-9.944000000000000838e+00 7.659327235637691300e-29 2.297798170691307278e-28
-9.942999999999999616e+00 7.789276680235481902e-29 2.336783004070644459e-28
-9.942000000000000171e+00 7.921412130257481919e-29 2.376423639077244464e-28
-9.941000000000000725e+00 8.055770037361321543e-29 2.416731011208396239e-28
-9.939999999999999503e+00 8.192387455572881688e-29 2.457716236671864730e-28
-9.939000000000000057e+00 8.331302051147644942e-29 2.499390615344293371e-28
-9.938000000000000611e+00 8.472552112594341556e-29 2.541765633778302243e-28
-9.936999999999999389e+00 8.616176560858204436e-29 2.584852968257461331e-28
-9.935999999999999943e+00 8.762214959670638983e-29 2.628664487901191695e-28
-9.935000000000000497e+00 8.910707526067174313e-29 2.673212257820152406e-28
-9.933999999999999275e+00 9.061695141074820232e-29 2.718508542322445958e-28
-9.932999999999999829e+00 9.215219360572263750e-29 2.764565808171678901e-28
-9.932000000000000384e+00 9.371322426328626871e-29 2.811396727898587949e-28
-9.930999999999999162e+00 9.530047277217746559e-29 2.859014183165323968e-28
