-2.000000000000000000e+01 5.327599495470277668e-01
-1.900000000000000000e+01 5.357915635562913170e-01
-1.800000000000000000e+01 5.406735547976095901e-01
-1.700000000000000000e+01 5.478788395164700953e-01
-1.600000000000000000e+01 5.579925552502676966e-01
-1.500000000000000000e+01 5.717291442431423620e-01
-1.400000000000000000e+01 5.899416072012559908e-01
-1.300000000000000000e+01 6.136118351133810211e-01
-1.200000000000000000e+01 6.438051405455196274e-01
-1.100000000000000000e+01 6.815690729286573157e-01
-1.000000000000000000e+01 7.277643200545343971e-01
-9.000000000000000000e+00 7.828436990047803468e-01
-8.000000000000000000e+00 8.466426649767861967e-01
-7.000000000000000000e+00 9.182816696058025974e-01
-6.000000000000000000e+00 9.962575503439006219e-01
-5.000000000000000000e+00 1.078706029414022938e+00
-4.000000000000000000e+00 1.163719577528823379e+00
-3.000000000000000000e+00 1.249591647113500459e+00
-2.000000000000000000e+00 1.334930299576486457e+00
-1.000000000000000000e+00 1.418664713201621241e+00
0.000000000000000000e+00 1.500000000000001554e+00
1.000000000000000000e+00 1.578363759920120790e+00
2.000000000000000000e+00 1.653362981990655678e+00
3.000000000000000000e+00 1.724752687241418947e+00
4.000000000000000000e+00 1.792411550446434854e+00
5.000000000000000000e+00 1.856320213148596299e+00
6.000000000000000000e+00 1.916540419295966524e+00
7.000000000000000000e+00 1.973195007389033639e+00
8.000000000000000000e+00 2.026449592306237779e+00
9.000000000000000000e+00 2.076496754242634246e+00
1.000000000000000000e+01 2.123543176719042247e+00
1.100000000000000000e+01 2.167799763827586101e+00
1.200000000000000000e+01 2.209474467572573708e+00
1.300000000000000000e+01 2.248767398218766367e+00
1.400000000000000000e+01 2.285867746426625935e+00
1.500000000000000000e+01 2.320952073778340452e+00
1.600000000000000000e+01 2.354183591849444035e+00
1.700000000000000000e+01 2.385712124471714990e+00
1.800000000000000000e+01 2.415674519037599222e+00
1.900000000000000000e+01 2.444195333991703745e+00
2.000000000000000000e+01 2.471387679081563427e+00
