-2.000000000000000000e+01 7.222264691823897520e-01
-1.900000000000000000e+01 7.249857922293433399e-01
-1.800000000000000000e+01 7.296372023056111322e-01
-1.700000000000000000e+01 7.367651298405455407e-01
-1.600000000000000000e+01 7.471337958582554561e-01
-1.500000000000000000e+01 7.617340037201252301e-01
-1.400000000000000000e+01 7.818274542020582363e-01
-1.300000000000000000e+01 8.089684136997128405e-01
-1.200000000000000000e+01 8.449634268150361116e-01
-1.100000000000000000e+01 8.917097423246479471e-01
-1.000000000000000000e+01 9.508577429800251224e-01
-9.000000000000000000e+00 1.023318438211886949e+00
-8.000000000000000000e+00 1.108799375454394553e+00
-7.000000000000000000e+00 1.205677844683417765e+00
-6.000000000000000000e+00 1.311383048950261143e+00
-5.000000000000000000e+00 1.423079798940176222e+00
-4.000000000000000000e+00 1.538235064575030009e+00
-3.000000000000000000e+00 1.654842357774805706e+00
-2.000000000000000000e+00 1.771385851148638890e+00
-1.000000000000000000e+00 1.886724846362851427e+00
0.000000000000000000e+00 2.000000000000003109e+00
1.000000000000000000e+00 2.110573302278817565e+00
2.000000000000000000e+00 2.217983412027081158e+00
3.000000000000000000e+00 2.321905165523017622e+00
4.000000000000000000e+00 2.422113810893852470e+00
5.000000000000000000e+00 2.518458087051437921e+00
6.000000000000000000e+00 2.610843723578903042e+00
7.000000000000000000e+00 2.699225396110210173e+00
8.000000000000000000e+00 2.783603399758943997e+00
9.000000000000000000e+00 2.864021524181039613e+00
1.000000000000000000e+01 2.940563911795650576e+00
1.100000000000000000e+01 3.013350110016623340e+00
1.200000000000000000e+01 3.082528554743212634e+00
1.300000000000000000e+01 3.148269218311406714e+00
1.400000000000000000e+01 3.210756229936219786e+00
1.500000000000000000e+01 3.270181112112498401e+00
1.600000000000000000e+01 3.326737029123338907e+00
1.700000000000000000e+01 3.380614211650688095e+00
1.800000000000000000e+01 3.431996548053531271e+00
1.900000000000000000e+01 3.481059225610803498e+00
2.000000000000000000e+01 3.527967253218319943e+00
