-2.000000000000000000e+01 -1.079212043206149652e+01 -9.337890841067443048e+00 -7.908141717868856446e+00 -6.551991924316768134e+00 -5.035940769194620081e+00 -4.034276376441825462e+00 -3.913072989703565430e+00 -2.892064660742875493e+00 -2.697425836840909863e+00 -2.290153099177548057e+00
-1.900000000000000000e+01 -9.471519986145080949e+00 -8.063078473630030274e+00 -6.677109066704185913e+00 -5.361993513054393645e+00 -3.890024278913596589e+00 -3.173844700247875128e+00 -2.785985434967654495e+00 -2.024759953807504065e+00 -1.832897681212557028e+00 -1.238193947319295996e+00
-1.800000000000000000e+01 -8.167686544360961420e+00 -6.804828649105546745e+00 -5.462150038718747602e+00 -4.186868323373148293e+00 -2.759338312013648764e+00 -2.323111013160499727e+00 -1.672201690156364995e+00 -1.168731648762455277e+00 -9.780345128342041727e-01 -1.988482209337607554e-01
-1.700000000000000000e+01 -6.883323704009976396e+00 -5.565600890939845335e+00 -4.265474293408635376e+00 -3.028506706540280202e+00 -1.645693676420591833e+00 -1.482382114136407969e+00 -5.740686329833454282e-01 -3.245134661748005911e-01 -1.335458487341061873e-01 8.082281903979611215e-01
-1.600000000000000000e+01 -5.621670690729009934e+00 -4.348293106515474626e+00 -3.089656806724839999e+00 -1.889119883161201940e+00 -6.522973409258059352e-01 -5.507875796744745589e-01 4.827476493494432530e-01 5.304626062562155520e-01 6.996574723557398290e-01 1.662293770763342504e+00
-1.500000000000000000e+01 -4.386597228578235530e+00 -3.156310780185170639e+00 -1.937694957540688323e+00 -7.713045050311113648e-01 1.674320316839668088e-01 5.224909619115903903e-01 1.315845171106427403e+00 1.519322529717569203e+00 1.576380418757321600e+00 2.471739222978438288e+00
-1.400000000000000000e+01 -3.182689064258410916e+00 -1.993630116154734955e+00 -8.130644197072955937e-01 3.218857333021436506e-01 9.760732555866261650e-01 1.571939056516299615e+00 2.117259937958439586e+00 2.325961540840995490e+00 2.615711122702695235e+00 3.262732034778361268e+00
-1.300000000000000000e+01 -2.015293824965210590e+00 -8.648367103232658115e-01 2.802378606055649368e-01 1.386870552795506528e+00 1.773282741313234823e+00 2.594513635933115125e+00 2.902784952131144180e+00 3.115939982076633807e+00 3.630752157775344990e+00 4.035680110224581618e+00
-1.200000000000000000e+01 -8.904738121839335108e-01 2.248929713178630385e-01 1.337686325536757481e+00 2.419496320566609349e+00 2.558420919872425259e+00 3.586836046195977623e+00 3.672631998714388502e+00 3.887460685337949418e+00 4.616916644925108670e+00 4.790416820184050017e+00
-1.100000000000000000e+01 1.852122976608754357e-01 1.269917938000271418e+00 2.354293930932701784e+00 3.330370159759550308e+00 3.415050728495713894e+00 4.426486686880779509e+00 4.545117425668987465e+00 4.638178712341778365e+00 5.526988390563008835e+00 5.569984280079342653e+00
-1.000000000000000000e+01 1.205180974030414243e+00 2.264429699797679607e+00 3.324808980445535855e+00 4.087187630814281825e+00 4.368398351698559168e+00 5.163561200679074759e+00 5.365647786626948523e+00 5.465207252509042490e+00 6.245456157896836835e+00 6.416376604053633415e+00
-9.000000000000000000e+00 2.163572190203023382e+00 3.202966099676388456e+00 4.244096489710075026e+00 4.825735122628639573e+00 5.274304677850001788e+00 5.882286429700418040e+00 6.067439662419736202e+00 6.342764727622387078e+00 6.945432243682745366e+00 7.104972251181735032e+00
-8.000000000000000000e+00 3.056145944312423701e+00 4.081110678894717125e+00 5.107710820009215169e+00 5.541524936541265767e+00 6.127980583755750388e+00 6.579993691463262628e+00 6.741274529637881763e+00 7.173600502415076186e+00 7.625569053634235317e+00 7.767977005800071666e+00
-7.000000000000000000e+00 3.881013302760381922e+00 4.896207406947064023e+00 5.912553811455279806e+00 6.229098481666537346e+00 6.925772702272101178e+00 7.252846500756388259e+00 7.385168827149393600e+00 7.954182038288199585e+00 8.283248645682141031e+00 8.403292048469275244e+00
-6.000000000000000000e+00 4.638855844917442184e+00 5.647808361186351434e+00 6.657391997237791514e+00 6.883038196363813199e+00 7.665783015628985453e+00 7.896279069369026793e+00 7.997585724444625122e+00 8.682182262396329619e+00 8.914754977594160579e+00 9.009199923151614442e+00
-5.000000000000000000e+00 5.332531026444809363e+00 6.337631458394102246e+00 7.343005097458068953e+00 7.499212300647478457e+00 8.348152055481333988e+00 8.505944237363506133e+00 8.577561237299535790e+00 9.356857536868570691e+00 9.516019830820457770e+00 9.584488654070066005e+00
-4.000000000000000000e+00 5.966304158720250328e+00 6.969054573329544588e+00 7.971906042925184011e+00 8.075560009453431221e+00 8.974883197108187716e+00 9.078760824800477636e+00 9.124775585122012700e+00 9.979092628412832511e+00 1.008362329375821353e+01 1.012853639534961481e+01
-3.000000000000000000e+00 6.545075545366557890e+00 7.546407536879501166e+00 8.547780781167597652e+00 8.612060141097236610e+00 9.549320007242263486e+00 9.613502322183380855e+00 9.639548999997506584e+00 1.055113375506786966e+01 1.061554480084781460e+01 1.064133228463527914e+01
-2.000000000000000000e+00 7.073829911829118799e+00 8.074346530184378423e+00 9.074883836374265655e+00 9.110131766131726039e+00 1.007551726626738287e+01 1.011069948954521891e+01 1.012276170443012724e+01 1.107616184280207783e+01 1.111140452165913572e+01 1.112343210446933028e+01
-1.000000000000000000e+00 7.557333170732519534e+00 8.557446771706706201e+00 9.557567296040362592e+00 9.571954221434689103e+00 1.055771378592171850e+01 1.057208893099661928e+01 1.057571968850034239e+01 1.155785089687734413e+01 1.157223762930934008e+01 1.157586389057821563e+01
0.000000000000000000e+00 7.999999999999931610e+00 8.999999999999973355e+00 9.999999999999952038e+00 9.999999999999985789e+00 1.099999999999995914e+01 1.100000000000000355e+01 1.100000000000000533e+01 1.199999999999998224e+01 1.200000000000003908e+01 1.200000000000011013e+01
1.000000000000000000e+00 8.405852746244095286e+00 9.405942415632397413e+00 1.039680356292935492e+01 1.040604227144287464e+01 1.139691566545885770e+01 1.139731714684004515e+01 1.140616528967341559e+01 1.238817085481263724e+01 1.239703796560778670e+01 1.239742689207996484e+01
2.000000000000000000e+00 8.778523447299850346e+00 9.778846356367429493e+00 1.076486644042280183e+01 1.077921307711350352e+01 1.176529597897033064e+01 1.176937854006309614e+01 1.177965966691784416e+01 1.275139835929781107e+01 1.276580079961714986e+01 1.276978362854027260e+01
3.000000000000000000e+00 9.121276183241356250e+00 1.012193711128941587e+01 1.110660809457947451e+01 1.112269944503166919e+01 1.210745179786562531e+01 1.211787128351497422e+01 1.212360896429538215e+01 1.309135422374524005e+01 1.310855397017317614e+01 1.311874364381234059e+01
4.000000000000000000e+00 9.437039096234370206e+00 1.043811821158329245e+01 1.142432239793236981e+01 1.143938082345214013e+01 1.242558337302509841e+01 1.244083739117852261e+01 1.244438473680844659e+01 1.340964504316176864e+01 1.342742577029645723e+01 1.344259110942869562e+01
5.000000000000000000e+00 9.728439783998409141e+00 1.072999938565759237e+01 1.172013369730751897e+01 1.173185994899251838e+01 1.272174308050285241e+01 1.273394471599116073e+01 1.275038605005930492e+01 1.370786032989275860e+01 1.372435000830588159e+01 1.373668412513384496e+01
6.000000000000000000e+00 9.997839711060349188e+00 1.099992503418863521e+01 1.199593217929927569e+01 1.200252596571032093e+01 1.299774000498059046e+01 1.300536437835177850e+01 1.303727475670207880e+01 1.398758084174444072e+01 1.400098141833744769e+01 1.400934138849266830e+01
7.000000000000000000e+00 1.024736496319476764e+01 1.125000187433163923e+01 1.225218241531145402e+01 1.225476105725191367e+01 1.325407013447382631e+01 1.325848146912206005e+01 1.330634966596080915e+01 1.425032054284085703e+01 1.425795741379805648e+01 1.426376864985909165e+01
8.000000000000000000e+00 1.047893228915963881e+01 1.148212463571647923e+01 1.248575604647522219e+01 1.249513854365432408e+01 1.348889399203564565e+01 1.349864449692444879e+01 1.355883663936250905e+01 1.449428080923872031e+01 1.449774031187427781e+01 1.450424626470168477e+01
9.000000000000000000e+00 1.069427060805389473e+01 1.169799906298157843e+01 1.270247981865805897e+01 1.272091561679945393e+01 1.370631829279959568e+01 1.372489971432632849e+01 1.379589547642088831e+01 1.471353030210781121e+01 1.472910961589248657e+01 1.473243300899893349e+01
1.000000000000000000e+01 1.089493883562495569e+01 1.189916196238277024e+01 1.290445710986297634e+01 1.293275586304926073e+01 1.390885434232287032e+01 1.393755597317383632e+01 1.401862562112051691e+01 1.491777419889236000e+01 1.494288940774492858e+01 1.495185278180587396e+01
1.100000000000000000e+01 1.108234106100102601e+01 1.208699844786584876e+01 1.309309386002213138e+01 1.313174527055594432e+01 1.409798184807833898e+01 1.413765106724097009e+01 1.422806910705870642e+01 1.510867401527052500e+01 1.514345370224071630e+01 1.516007617107030292e+01
1.200000000000000000e+01 1.125773996918230679e+01 1.226275679374066918e+01 1.326962961363228466e+01 1.331889783071271793e+01 1.427495412408291742e+01 1.432618002636994348e+01 1.442521155447803949e+01 1.528749966479753297e+01 1.533250543098721508e+01 1.535731823842249888e+01
1.300000000000000000e+01 1.142226913893702545e+01 1.242756138252978637e+01 1.343517544268118336e+01 1.349514783913090277e+01 1.444088422880513178e+01 1.450404243605925814e+01 1.461098218278821825e+01 1.545535531192058620e+01 1.551106721824533174e+01 1.554426603248290384e+01
1.400000000000000000e+01 1.157694457857368953e+01 1.258242419751768360e+01 1.359073021153722038e+01 1.366135773544457699e+01 1.459677031945256331e+01 1.467204809068688576e+01 1.478625361411653039e+01 1.561322019749445467e+01 1.568000919592636144e+01 1.572156144136200773e+01
1.500000000000000000e+01 1.172267565654580324e+01 1.272825521079499644e+01 1.373719255503835690e+01 1.381832516245819953e+01 1.474351027835595218e+01 1.483092962322029074e+01 1.495184195178358344e+01 1.576196863594632980e+01 1.584009386818408593e+01 1.588978836125109950e+01
