#     V0          s range       <x^2> [ho units]  Norm denmat []
 -2.000000E+01   5.000000E-01   2.426652E-01   2.000000E+00
 -1.900000E+01   5.000000E-01   2.550180E-01   2.000000E+00
 -1.800000E+01   5.000000E-01   2.689738E-01   2.000000E+00
 -1.700000E+01   5.000000E-01   2.848406E-01   2.000000E+00
 -1.600000E+01   5.000000E-01   3.029944E-01   2.000000E+00
 -1.500000E+01   5.000000E-01   3.238865E-01   2.000000E+00
 -1.400000E+01   5.000000E-01   3.480438E-01   2.000000E+00
 -1.300000E+01   5.000000E-01   3.760505E-01   2.000000E+00
 -1.200000E+01   5.000000E-01   4.084948E-01   2.000000E+00
 -1.100000E+01   5.000000E-01   4.458635E-01   2.000000E+00
 -1.000000E+01   5.000000E-01   4.883778E-01   2.000000E+00
 -9.000000E+00   5.000000E-01   5.358078E-01   2.000000E+00
 -8.000000E+00   5.000000E-01   5.873604E-01   2.000000E+00
 -7.000000E+00   5.000000E-01   6.417443E-01   2.000000E+00
 -6.000000E+00   5.000000E-01   6.974265E-01   2.000000E+00
 -5.000000E+00   5.000000E-01   7.529513E-01   2.000000E+00
 -4.000000E+00   5.000000E-01   8.071678E-01   2.000000E+00
 -3.000000E+00   5.000000E-01   8.593025E-01   2.000000E+00
 -2.000000E+00   5.000000E-01   9.089179E-01   2.000000E+00
 -1.000000E+00   5.000000E-01   9.558247E-01   2.000000E+00
  0.000000E+00   5.000000E-01   9.999950E-01   2.000000E+00
  1.000000E+00   5.000000E-01   1.041496E+00   2.000000E+00
  2.000000E+00   5.000000E-01   1.080446E+00   2.000000E+00
  3.000000E+00   5.000000E-01   1.116984E+00   2.000000E+00
  4.000000E+00   5.000000E-01   1.151259E+00   2.000000E+00
  5.000000E+00   5.000000E-01   1.183414E+00   2.000000E+00
  6.000000E+00   5.000000E-01   1.213589E+00   2.000000E+00
  7.000000E+00   5.000000E-01   1.241917E+00   2.000000E+00
  8.000000E+00   5.000000E-01   1.268525E+00   2.000000E+00
  9.000000E+00   5.000000E-01   1.293531E+00   2.000000E+00
  1.000000E+01   5.000000E-01   1.317046E+00   2.000000E+00
  1.100000E+01   5.000000E-01   1.339177E+00   2.000000E+00
  1.200000E+01   5.000000E-01   1.360023E+00   2.000000E+00
  1.300000E+01   5.000000E-01   1.379679E+00   2.000000E+00
  1.400000E+01   5.000000E-01   1.398233E+00   2.000000E+00
  1.500000E+01   5.000000E-01   1.415767E+00   2.000000E+00
  1.600000E+01   5.000000E-01   1.432359E+00   2.000000E+00
  1.700000E+01   5.000000E-01   1.448079E+00   2.000000E+00
  1.800000E+01   5.000000E-01   1.462994E+00   2.000000E+00
  1.900000E+01   5.000000E-01   1.477165E+00   2.000000E+00
  2.000000E+01   5.000000E-01   1.490648E+00   2.000000E+00
