#     V0          s range       <x^2> [ho units]  Norm denmat []
  2.000000E+01   1.000000E-01   1.038929E+00   2.000000E+00
  2.000000E+01   2.000000E-01   1.118343E+00   2.000000E+00
  2.000000E+01   3.000000E-01   1.217852E+00   2.000000E+00
  2.000000E+01   4.000000E-01   1.329719E+00   2.000000E+00
  2.000000E+01   5.000000E-01   1.448685E+00   2.000000E+00
  2.000000E+01   6.000000E-01   1.570134E+00   2.000000E+00
  2.000000E+01   7.000000E-01   1.689724E+00   2.000000E+00
  2.000000E+01   8.000000E-01   1.803340E+00   2.000000E+00
  2.000000E+01   9.000000E-01   1.907134E+00   2.000000E+00
  2.000000E+01   1.000000E+00   1.997556E+00   2.000000E+00
  2.000000E+01   1.100000E+00   2.071406E+00   2.000000E+00
  2.000000E+01   1.200000E+00   2.125891E+00   2.000000E+00
  2.000000E+01   1.300000E+00   2.158746E+00   2.000000E+00
  2.000000E+01   1.400000E+00   2.168417E+00   2.000000E+00
  2.000000E+01   1.500000E+00   2.154346E+00   2.000000E+00
  2.000000E+01   1.600000E+00   2.117312E+00   2.000000E+00
  2.000000E+01   1.700000E+00   2.059733E+00   2.000000E+00
  2.000000E+01   1.800000E+00   1.985742E+00   2.000000E+00
  2.000000E+01   1.900000E+00   1.900815E+00   2.000000E+00
  2.000000E+01   2.000000E+00   1.810958E+00   2.000000E+00
  2.000000E+01   2.100000E+00   1.721691E+00   2.000000E+00
  2.000000E+01   2.200000E+00   1.637241E+00   2.000000E+00
  2.000000E+01   2.300000E+00   1.560231E+00   2.000000E+00
  2.000000E+01   2.400000E+00   1.491818E+00   2.000000E+00
  2.000000E+01   2.500000E+00   1.432091E+00   2.000000E+00
  2.000000E+01   2.600000E+00   1.380491E+00   2.000000E+00
  2.000000E+01   2.700000E+00   1.336151E+00   2.000000E+00
  2.000000E+01   2.800000E+00   1.298115E+00   2.000000E+00
  2.000000E+01   2.900000E+00   1.265463E+00   2.000000E+00
  2.000000E+01   3.000000E+00   1.237365E+00   2.000000E+00
