#     V0          s range       <x^2> [ho units]  Norm denmat []
  2.000000E+01   1.000000E-01   1.053233E+00   2.000000E+00
  2.000000E+01   2.000000E-01   1.164324E+00   2.000000E+00
  2.000000E+01   3.000000E-01   1.277554E+00   2.000000E+00
  2.000000E+01   4.000000E-01   1.383963E+00   2.000000E+00
  2.000000E+01   5.000000E-01   1.490648E+00   2.000000E+00
  2.000000E+01   6.000000E-01   1.599145E+00   2.000000E+00
  2.000000E+01   7.000000E-01   1.706744E+00   2.000000E+00
  2.000000E+01   8.000000E-01   1.809589E+00   2.000000E+00
  2.000000E+01   9.000000E-01   1.903812E+00   2.000000E+00
  2.000000E+01   1.000000E+00   1.985864E+00   2.000000E+00
  2.000000E+01   1.100000E+00   2.052619E+00   2.000000E+00
  2.000000E+01   1.200000E+00   2.101440E+00   2.000000E+00
  2.000000E+01   1.300000E+00   2.130273E+00   2.000000E+00
  2.000000E+01   1.400000E+00   2.137790E+00   2.000000E+00
  2.000000E+01   1.500000E+00   2.123585E+00   2.000000E+00
  2.000000E+01   1.600000E+00   2.088416E+00   2.000000E+00
  2.000000E+01   1.700000E+00   2.034405E+00   2.000000E+00
  2.000000E+01   1.800000E+00   1.965082E+00   2.000000E+00
  2.000000E+01   1.900000E+00   1.885143E+00   2.000000E+00
  2.000000E+01   2.000000E+00   1.799863E+00   2.000000E+00
  2.000000E+01   2.100000E+00   1.714300E+00   2.000000E+00
  2.000000E+01   2.200000E+00   1.632552E+00   2.000000E+00
  2.000000E+01   2.300000E+00   1.557357E+00   2.000000E+00
  2.000000E+01   2.400000E+00   1.490093E+00   2.000000E+00
  2.000000E+01   2.500000E+00   1.431064E+00   2.000000E+00
  2.000000E+01   2.600000E+00   1.379878E+00   2.000000E+00
  2.000000E+01   2.700000E+00   1.335782E+00   2.000000E+00
  2.000000E+01   2.800000E+00   1.297890E+00   2.000000E+00
  2.000000E+01   2.900000E+00   1.265322E+00   2.000000E+00
  2.000000E+01   3.000000E+00   1.237275E+00   2.000000E+00
