#     V0          s range       <x^2> [ho units]  Norm denmat []
  2.000000E+01   1.000000E-01   2.769515E+00   5.000000E+00
  2.000000E+01   2.000000E-01   3.263228E+00   5.000000E+00
  2.000000E+01   3.000000E-01   3.731646E+00   5.000000E+00
  2.000000E+01   4.000000E-01   4.187468E+00   5.000000E+00
  2.000000E+01   5.000000E-01   4.605180E+00   5.000000E+00
  2.000000E+01   6.000000E-01   4.944884E+00   5.000000E+00
  2.000000E+01   7.000000E-01   5.187198E+00   5.000000E+00
  2.000000E+01   8.000000E-01   5.340268E+00   5.000000E+00
  2.000000E+01   9.000000E-01   5.427632E+00   5.000000E+00
  2.000000E+01   1.000000E+00   5.470632E+00   5.000000E+00
  2.000000E+01   1.100000E+00   5.482451E+00   5.000000E+00
  2.000000E+01   1.200000E+00   5.470788E+00   5.000000E+00
  2.000000E+01   1.300000E+00   5.440715E+00   5.000000E+00
  2.000000E+01   1.400000E+00   5.395944E+00   5.000000E+00
  2.000000E+01   1.500000E+00   5.339385E+00   5.000000E+00
  2.000000E+01   1.600000E+00   5.273445E+00   5.000000E+00
  2.000000E+01   1.700000E+00   5.200108E+00   5.000000E+00
  2.000000E+01   1.800000E+00   5.120878E+00   5.000000E+00
  2.000000E+01   1.900000E+00   5.036740E+00   5.000000E+00
  2.000000E+01   2.000000E+00   4.948229E+00   5.000000E+00
  2.000000E+01   2.100000E+00   4.855614E+00   5.000000E+00
  2.000000E+01   2.200000E+00   4.759100E+00   5.000000E+00
  2.000000E+01   2.300000E+00   4.658999E+00   5.000000E+00
  2.000000E+01   2.400000E+00   4.555831E+00   5.000000E+00
  2.000000E+01   2.500000E+00   4.450350E+00   5.000000E+00
  2.000000E+01   2.600000E+00   4.343521E+00   5.000000E+00
  2.000000E+01   2.700000E+00   4.236449E+00   5.000000E+00
  2.000000E+01   2.800000E+00   4.130303E+00   5.000000E+00
  2.000000E+01   2.900000E+00   4.026224E+00   5.000000E+00
  2.000000E+01   3.000000E+00   3.925251E+00   5.000000E+00
