#     V0          s range       Energy (HF1) [ho]  Energy (HF2)      EKIN        EHO             EPOT
  2.000000E+01   1.000000E-01   1.949539E+01   1.949539E+01   8.066631E+00   5.032359E+00   2.728080E+00
  2.000000E+01   2.000000E-01   2.249694E+01   2.249694E+01   7.184228E+00   5.974566E+00   6.727157E+00
  2.000000E+01   3.000000E-01   2.546221E+01   2.546221E+01   7.105058E+00   6.863492E+00   9.260348E+00
  2.000000E+01   4.000000E-01   2.828407E+01   2.828407E+01   6.849307E+00   7.706136E+00   1.204498E+01
  2.000000E+01   5.000000E-01   3.099324E+01   3.099324E+01   6.421434E+00   8.423212E+00   1.545076E+01
  2.000000E+01   6.000000E-01   3.349863E+01   3.349863E+01   5.964746E+00   8.948408E+00   1.927414E+01
  2.000000E+01   7.000000E-01   3.571670E+01   3.571670E+01   5.569238E+00   9.285498E+00   2.315292E+01
  2.000000E+01   8.000000E-01   3.762166E+01   3.762166E+01   5.265083E+00   9.484824E+00   2.677386E+01
  2.000000E+01   9.000000E-01   3.923333E+01   3.923333E+01   5.043223E+00   9.594833E+00   3.000089E+01
  2.000000E+01   1.000000E+00   4.058860E+01   4.058860E+01   4.884231E+00   9.645134E+00   3.282820E+01
  2.000000E+01   1.100000E+00   4.172481E+01   4.172481E+01   4.771911E+00   9.652224E+00   3.529691E+01
  2.000000E+01   1.200000E+00   4.267444E+01   4.267444E+01   4.695232E+00   9.626219E+00   3.745354E+01
  2.000000E+01   1.300000E+00   4.346457E+01   4.346457E+01   4.646825E+00   9.574313E+00   3.933823E+01
  2.000000E+01   1.400000E+00   4.411767E+01   4.411767E+01   4.621398E+00   9.501973E+00   4.098465E+01
  2.000000E+01   1.500000E+00   4.465243E+01   4.465243E+01   4.614923E+00   9.413305E+00   4.242180E+01
  2.000000E+01   1.600000E+00   4.508445E+01   4.508445E+01   4.624300E+00   9.311406E+00   4.367467E+01
  2.000000E+01   1.700000E+00   4.542675E+01   4.542675E+01   4.647110E+00   9.198721E+00   4.476439E+01
  2.000000E+01   1.800000E+00   4.569034E+01   4.569034E+01   4.681390E+00   9.077233E+00   4.570898E+01
  2.000000E+01   1.900000E+00   4.588457E+01   4.588457E+01   4.725489E+00   8.948486E+00   4.652422E+01
  2.000000E+01   2.000000E+00   4.601737E+01   4.601737E+01   4.778049E+00   8.813559E+00   4.722441E+01
  2.000000E+01   2.100000E+00   4.609548E+01   4.609548E+01   4.838041E+00   8.673110E+00   4.782244E+01
  2.000000E+01   2.200000E+00   4.612458E+01   4.612458E+01   4.904791E+00   8.527511E+00   4.832954E+01
  2.000000E+01   2.300000E+00   4.610948E+01   4.610948E+01   4.977947E+00   8.377027E+00   4.875495E+01
  2.000000E+01   2.400000E+00   4.605424E+01   4.605424E+01   5.057390E+00   8.221998E+00   4.910572E+01
  2.000000E+01   2.500000E+00   4.596241E+01   4.596241E+01   5.143118E+00   8.062956E+00   4.938677E+01
  2.000000E+01   2.600000E+00   4.583713E+01   4.583713E+01   5.235123E+00   7.900691E+00   4.960125E+01
  2.000000E+01   2.700000E+00   4.568128E+01   4.568128E+01   5.333293E+00   7.736246E+00   4.975098E+01
  2.000000E+01   2.800000E+00   4.549757E+01   4.549757E+01   5.437345E+00   7.570869E+00   4.983698E+01
  2.000000E+01   2.900000E+00   4.528866E+01   4.528866E+01   5.546789E+00   7.405939E+00   4.985998E+01
  2.000000E+01   3.000000E+00   4.505711E+01   4.505711E+01   5.660934E+00   7.242878E+00   4.982085E+01
