#     V0          s range       <x^2> [ho units]  Norm denmat []
  2.000000E+01   1.000000E-01   2.189967E+00   4.000000E+00
  2.000000E+01   2.000000E-01   2.551641E+00   4.000000E+00
  2.000000E+01   3.000000E-01   2.897836E+00   4.000000E+00
  2.000000E+01   4.000000E-01   3.237148E+00   4.000000E+00
  2.000000E+01   5.000000E-01   3.567284E+00   4.000000E+00
  2.000000E+01   6.000000E-01   3.863650E+00   4.000000E+00
  2.000000E+01   7.000000E-01   4.104356E+00   4.000000E+00
  2.000000E+01   8.000000E-01   4.278627E+00   4.000000E+00
  2.000000E+01   9.000000E-01   4.389256E+00   4.000000E+00
  2.000000E+01   1.000000E+00   4.448955E+00   4.000000E+00
  2.000000E+01   1.100000E+00   4.472177E+00   4.000000E+00
  2.000000E+01   1.200000E+00   4.469263E+00   4.000000E+00
  2.000000E+01   1.300000E+00   4.446167E+00   4.000000E+00
  2.000000E+01   1.400000E+00   4.406718E+00   4.000000E+00
  2.000000E+01   1.500000E+00   4.354230E+00   4.000000E+00
  2.000000E+01   1.600000E+00   4.291739E+00   4.000000E+00
  2.000000E+01   1.700000E+00   4.221612E+00   4.000000E+00
  2.000000E+01   1.800000E+00   4.145298E+00   4.000000E+00
  2.000000E+01   1.900000E+00   4.063484E+00   4.000000E+00
  2.000000E+01   2.000000E+00   3.976474E+00   4.000000E+00
  2.000000E+01   2.100000E+00   3.884571E+00   4.000000E+00
  2.000000E+01   2.200000E+00   3.788324E+00   4.000000E+00
  2.000000E+01   2.300000E+00   3.688624E+00   4.000000E+00
  2.000000E+01   2.400000E+00   3.586678E+00   4.000000E+00
  2.000000E+01   2.500000E+00   3.483919E+00   4.000000E+00
  2.000000E+01   2.600000E+00   3.381871E+00   4.000000E+00
  2.000000E+01   2.700000E+00   3.282016E+00   4.000000E+00
  2.000000E+01   2.800000E+00   3.185670E+00   4.000000E+00
  2.000000E+01   2.900000E+00   3.093904E+00   4.000000E+00
  2.000000E+01   3.000000E+00   3.007493E+00   4.000000E+00
