#     V0          s range       Energy (HF1) [ho]  Energy (HF2)      EKIN        EHO             EPOT
  2.000000E+01   1.000000E-01   8.528416E+00   8.528416E+00   3.661909E+00   2.189967E+00   9.731474E-01
  2.000000E+01   2.000000E-01   9.650514E+00   9.650514E+00   3.275394E+00   2.551641E+00   2.543678E+00
  2.000000E+01   3.000000E-01   1.080228E+01   1.080228E+01   3.266464E+00   2.897836E+00   3.480297E+00
  2.000000E+01   4.000000E-01   1.188423E+01   1.188423E+01   3.265911E+00   3.237148E+00   4.288053E+00
  2.000000E+01   5.000000E-01   1.294747E+01   1.294747E+01   3.167130E+00   3.567284E+00   5.291537E+00
  2.000000E+01   6.000000E-01   1.399355E+01   1.399355E+01   3.010724E+00   3.863650E+00   6.511052E+00
  2.000000E+01   7.000000E-01   1.499634E+01   1.499634E+01   2.833626E+00   4.104356E+00   7.907994E+00
  2.000000E+01   8.000000E-01   1.592638E+01   1.592638E+01   2.660645E+00   4.278627E+00   9.416961E+00
  2.000000E+01   9.000000E-01   1.676241E+01   1.676241E+01   2.508199E+00   4.389256E+00   1.095139E+01
  2.000000E+01   1.000000E+00   1.749541E+01   1.749541E+01   2.384371E+00   4.448955E+00   1.242626E+01
  2.000000E+01   1.100000E+00   1.812710E+01   1.812710E+01   2.289292E+00   4.472177E+00   1.378691E+01
  2.000000E+01   1.200000E+00   1.866513E+01   1.866513E+01   2.218733E+00   4.469263E+00   1.501574E+01
  2.000000E+01   1.300000E+00   1.911884E+01   1.911884E+01   2.168112E+00   4.446167E+00   1.611680E+01
  2.000000E+01   1.400000E+00   1.949722E+01   1.949722E+01   2.134139E+00   4.406718E+00   1.709929E+01
  2.000000E+01   1.500000E+00   1.980843E+01   1.980843E+01   2.114529E+00   4.354230E+00   1.797089E+01
  2.000000E+01   1.600000E+00   2.005992E+01   2.005992E+01   2.107289E+00   4.291739E+00   1.873831E+01
  2.000000E+01   1.700000E+00   2.025848E+01   2.025848E+01   2.110436E+00   4.221612E+00   1.940963E+01
  2.000000E+01   1.800000E+00   2.041011E+01   2.041011E+01   2.122163E+00   4.145298E+00   1.999471E+01
  2.000000E+01   1.900000E+00   2.052000E+01   2.052000E+01   2.141091E+00   4.063484E+00   2.050388E+01
  2.000000E+01   2.000000E+00   2.059246E+01   2.059246E+01   2.166374E+00   3.976474E+00   2.094628E+01
  2.000000E+01   2.100000E+00   2.063110E+01   2.063110E+01   2.197617E+00   3.884571E+00   2.132869E+01
  2.000000E+01   2.200000E+00   2.063901E+01   2.063901E+01   2.234686E+00   3.788324E+00   2.165535E+01
  2.000000E+01   2.300000E+00   2.061891E+01   2.061891E+01   2.277511E+00   3.688624E+00   2.192829E+01
  2.000000E+01   2.400000E+00   2.057334E+01   2.057334E+01   2.325931E+00   3.586678E+00   2.214811E+01
  2.000000E+01   2.500000E+00   2.050479E+01   2.050479E+01   2.379594E+00   3.483919E+00   2.231471E+01
  2.000000E+01   2.600000E+00   2.041569E+01   2.041569E+01   2.437919E+00   3.381871E+00   2.242806E+01
  2.000000E+01   2.700000E+00   2.030850E+01   2.030850E+01   2.500111E+00   3.282016E+00   2.248871E+01
  2.000000E+01   2.800000E+00   2.018564E+01   2.018564E+01   2.565214E+00   3.185670E+00   2.249818E+01
  2.000000E+01   2.900000E+00   2.004950E+01   2.004950E+01   2.632187E+00   3.093904E+00   2.245902E+01
  2.000000E+01   3.000000E+00   1.990236E+01   1.990236E+01   2.699985E+00   3.007493E+00   2.237479E+01
