#     V0          s range       <x^2> [ho units]  Norm denmat []
  2.000000E+01   1.000000E-01   3.354906E+00   6.000000E+00
  2.000000E+01   2.000000E-01   3.983044E+00   6.000000E+00
  2.000000E+01   3.000000E-01   4.575661E+00   6.000000E+00
  2.000000E+01   4.000000E-01   5.137424E+00   6.000000E+00
  2.000000E+01   5.000000E-01   5.615475E+00   6.000000E+00
  2.000000E+01   6.000000E-01   5.965605E+00   6.000000E+00
  2.000000E+01   7.000000E-01   6.190332E+00   6.000000E+00
  2.000000E+01   8.000000E-01   6.323216E+00   6.000000E+00
  2.000000E+01   9.000000E-01   6.396555E+00   6.000000E+00
  2.000000E+01   1.000000E+00   6.430089E+00   6.000000E+00
  2.000000E+01   1.100000E+00   6.434816E+00   6.000000E+00
  2.000000E+01   1.200000E+00   6.417479E+00   6.000000E+00
  2.000000E+01   1.300000E+00   6.382875E+00   6.000000E+00
  2.000000E+01   1.400000E+00   6.334648E+00   6.000000E+00
  2.000000E+01   1.500000E+00   6.275536E+00   6.000000E+00
  2.000000E+01   1.600000E+00   6.207604E+00   6.000000E+00
  2.000000E+01   1.700000E+00   6.132481E+00   6.000000E+00
  2.000000E+01   1.800000E+00   6.051489E+00   6.000000E+00
  2.000000E+01   1.900000E+00   5.965657E+00   6.000000E+00
  2.000000E+01   2.000000E+00   5.875706E+00   6.000000E+00
  2.000000E+01   2.100000E+00   5.782073E+00   6.000000E+00
  2.000000E+01   2.200000E+00   5.685007E+00   6.000000E+00
  2.000000E+01   2.300000E+00   5.584685E+00   6.000000E+00
  2.000000E+01   2.400000E+00   5.481332E+00   6.000000E+00
  2.000000E+01   2.500000E+00   5.375304E+00   6.000000E+00
  2.000000E+01   2.600000E+00   5.267128E+00   6.000000E+00
  2.000000E+01   2.700000E+00   5.157497E+00   6.000000E+00
  2.000000E+01   2.800000E+00   5.047246E+00   6.000000E+00
  2.000000E+01   2.900000E+00   4.937293E+00   6.000000E+00
  2.000000E+01   3.000000E+00   4.828585E+00   6.000000E+00
