# V0=20.0, s=3.0 
#  x1  x2  denmat
#   
   -4.900000E+00    -4.900000E+00     1.011352E-08
   -4.900000E+00    -4.800000E+00     1.560109E-08
   -4.900000E+00    -4.700000E+00     2.378347E-08
   -4.900000E+00    -4.600000E+00     3.585167E-08
   -4.900000E+00    -4.500000E+00     5.345587E-08
   -4.900000E+00    -4.400000E+00     7.885173E-08
   -4.900000E+00    -4.300000E+00     1.150806E-07
   -4.900000E+00    -4.200000E+00     1.661862E-07
   -4.900000E+00    -4.100000E+00     2.374680E-07
   -4.900000E+00    -4.000000E+00     3.357708E-07
   -4.900000E+00    -3.900000E+00     4.698012E-07
   -4.900000E+00    -3.800000E+00     6.504630E-07
   -4.900000E+00    -3.700000E+00     8.911901E-07
   -4.900000E+00    -3.600000E+00     1.208255E-06
   -4.900000E+00    -3.500000E+00     1.621015E-06
   -4.900000E+00    -3.400000E+00     2.152062E-06
   -4.900000E+00    -3.300000E+00     2.827224E-06
   -4.900000E+00    -3.200000E+00     3.675362E-06
   -4.900000E+00    -3.100000E+00     4.727923E-06
   -4.900000E+00    -3.000000E+00     6.018182E-06
   -4.900000E+00    -2.900000E+00     7.580148E-06
   -4.900000E+00    -2.800000E+00     9.447095E-06
   -4.900000E+00    -2.700000E+00     1.164972E-05
   -4.900000E+00    -2.600000E+00     1.421397E-05
   -4.900000E+00    -2.500000E+00     1.715856E-05
   -4.900000E+00    -2.400000E+00     2.049228E-05
   -4.900000E+00    -2.300000E+00     2.421135E-05
   -4.900000E+00    -2.200000E+00     2.829674E-05
   -4.900000E+00    -2.100000E+00     3.271193E-05
   -4.900000E+00    -2.000000E+00     3.740114E-05
   -4.900000E+00    -1.900000E+00     4.228831E-05
   -4.900000E+00    -1.800000E+00     4.727706E-05
   -4.900000E+00    -1.700000E+00     5.225175E-05
   -4.900000E+00    -1.600000E+00     5.707976E-05
   -4.900000E+00    -1.500000E+00     6.161508E-05
   -4.900000E+00    -1.400000E+00     6.570302E-05
   -4.900000E+00    -1.300000E+00     6.918617E-05
   -4.900000E+00    -1.200000E+00     7.191102E-05
   -4.900000E+00    -1.100000E+00     7.373522E-05
   -4.900000E+00    -1.000000E+00     7.453490E-05
   -4.900000E+00    -9.000000E-01     7.421172E-05
   -4.900000E+00    -8.000000E-01     7.269915E-05
   -4.900000E+00    -7.000000E-01     6.996748E-05
   -4.900000E+00    -6.000000E-01     6.602734E-05
   -4.900000E+00    -5.000000E-01     6.093125E-05
   -4.900000E+00    -4.000000E-01     5.477314E-05
   -4.900000E+00    -3.000000E-01     4.768574E-05
   -4.900000E+00    -2.000000E-01     3.983591E-05
   -4.900000E+00    -1.000000E-01     3.141819E-05
   -4.900000E+00     0.000000E+00     2.264683E-05
   -4.900000E+00     1.000000E-01     1.374682E-05
   -4.900000E+00     2.000000E-01     4.944461E-06
   -4.900000E+00     3.000000E-01    -3.542072E-06
   -4.900000E+00     4.000000E-01    -1.151159E-05
   -4.900000E+00     5.000000E-01    -1.878763E-05
   -4.900000E+00     6.000000E-01    -2.522475E-05
   -4.900000E+00     7.000000E-01    -3.071306E-05
   -4.900000E+00     8.000000E-01    -3.518073E-05
   -4.900000E+00     9.000000E-01    -3.859457E-05
   -4.900000E+00     1.000000E+00    -4.095867E-05
   -4.900000E+00     1.100000E+00    -4.231134E-05
   -4.900000E+00     1.200000E+00    -4.272066E-05
   -4.900000E+00     1.300000E+00    -4.227895E-05
   -4.900000E+00     1.400000E+00    -4.109660E-05
   -4.900000E+00     1.500000E+00    -3.929568E-05
   -4.900000E+00     1.600000E+00    -3.700367E-05
   -4.900000E+00     1.700000E+00    -3.434767E-05
   -4.900000E+00     1.800000E+00    -3.144929E-05
   -4.900000E+00     1.900000E+00    -2.842056E-05
   -4.900000E+00     2.000000E+00    -2.536076E-05
   -4.900000E+00     2.100000E+00    -2.235437E-05
   -4.900000E+00     2.200000E+00    -1.947005E-05
   -4.900000E+00     2.300000E+00    -1.676050E-05
   -4.900000E+00     2.400000E+00    -1.426309E-05
   -4.900000E+00     2.500000E+00    -1.200118E-05
   -4.900000E+00     2.600000E+00    -9.985780E-06
   -4.900000E+00     2.700000E+00    -8.217524E-06
   -4.900000E+00     2.800000E+00    -6.688764E-06
   -4.900000E+00     2.900000E+00    -5.385599E-06
   -4.900000E+00     3.000000E+00    -4.289797E-06
   -4.900000E+00     3.100000E+00    -3.380493E-06
   -4.900000E+00     3.200000E+00    -2.635638E-06
   -4.900000E+00     3.300000E+00    -2.033159E-06
   -4.900000E+00     3.400000E+00    -1.551857E-06
   -4.900000E+00     3.500000E+00    -1.172030E-06
   -4.900000E+00     3.600000E+00    -8.758734E-07
   -4.900000E+00     3.700000E+00    -6.476902E-07
   -4.900000E+00     3.800000E+00    -4.739384E-07
   -4.900000E+00     3.900000E+00    -3.431697E-07
   -4.900000E+00     4.000000E+00    -2.458840E-07
   -4.900000E+00     4.100000E+00    -1.743356E-07
   -4.900000E+00     4.200000E+00    -1.223136E-07
   -4.900000E+00     4.300000E+00    -8.491652E-08
   -4.900000E+00     4.400000E+00    -5.833526E-08
   -4.900000E+00     4.500000E+00    -3.965342E-08
   -4.900000E+00     4.600000E+00    -2.667009E-08
   -4.900000E+00     4.700000E+00    -1.774761E-08
   -4.900000E+00     4.800000E+00    -1.168409E-08
   -4.900000E+00     4.900000E+00    -7.609334E-09
   -4.900000E+00     5.000000E+00    -4.901603E-09
#   
   -4.800000E+00    -4.900000E+00     1.561688E-08
   -4.800000E+00    -4.800000E+00     2.411909E-08
   -4.800000E+00    -4.700000E+00     3.679408E-08
   -4.800000E+00    -4.600000E+00     5.548693E-08
   -4.800000E+00    -4.500000E+00     8.275414E-08
   -4.800000E+00    -4.400000E+00     1.220906E-07
   -4.800000E+00    -4.300000E+00     1.782087E-07
   -4.800000E+00    -4.200000E+00     2.573746E-07
   -4.800000E+00    -4.100000E+00     3.678012E-07
   -4.800000E+00    -4.000000E+00     5.200967E-07
   -4.800000E+00    -3.900000E+00     7.277565E-07
   -4.800000E+00    -3.800000E+00     1.007683E-06
   -4.800000E+00    -3.700000E+00     1.380703E-06
   -4.800000E+00    -3.600000E+00     1.872045E-06
   -4.800000E+00    -3.500000E+00     2.511728E-06
   -4.800000E+00    -3.400000E+00     3.334787E-06
   -4.800000E+00    -3.300000E+00     4.381281E-06
   -4.800000E+00    -3.200000E+00     5.695984E-06
   -4.800000E+00    -3.100000E+00     7.327688E-06
   -4.800000E+00    -3.000000E+00     9.328036E-06
   -4.800000E+00    -2.900000E+00     1.174982E-05
   -4.800000E+00    -2.800000E+00     1.464473E-05
   -4.800000E+00    -2.700000E+00     1.806045E-05
   -4.800000E+00    -2.600000E+00     2.203736E-05
   -4.800000E+00    -2.500000E+00     2.660463E-05
   -4.800000E+00    -2.400000E+00     3.177610E-05
   -4.800000E+00    -2.300000E+00     3.754611E-05
   -4.800000E+00    -2.200000E+00     4.388543E-05
   -4.800000E+00    -2.100000E+00     5.073771E-05
   -4.800000E+00    -2.000000E+00     5.801677E-05
   -4.800000E+00    -1.900000E+00     6.560504E-05
   -4.800000E+00    -1.800000E+00     7.335343E-05
   -4.800000E+00    -1.700000E+00     8.108302E-05
   -4.800000E+00    -1.600000E+00     8.858853E-05
