#     V0          s range       <x^2> [ho units]  Norm denmat []
 -2.000000E+01   5.000000E-01   4.640934E-01   5.000000E+00
 -1.900000E+01   5.000000E-01   4.951667E-01   5.000000E+00
 -1.800000E+01   5.000000E-01   5.305190E-01   5.000000E+00
 -1.700000E+01   5.000000E-01   5.709263E-01   5.000000E+00
 -1.600000E+01   5.000000E-01   6.173027E-01   5.000000E+00
 -1.500000E+01   5.000000E-01   6.707035E-01   5.000000E+00
 -1.400000E+01   5.000000E-01   7.323069E-01   5.000000E+00
 -1.300000E+01   5.000000E-01   8.033600E-01   5.000000E+00
 -1.200000E+01   5.000000E-01   8.850698E-01   5.000000E+00
 -1.100000E+01   5.000000E-01   9.784271E-01   5.000000E+00
 -1.000000E+01   5.000000E-01   1.083974E+00   5.000000E+00
 -9.000000E+00   5.000000E-01   1.201567E+00   5.000000E+00
 -8.000000E+00   5.000000E-01   1.330219E+00   5.000000E+00
 -7.000000E+00   5.000000E-01   1.468127E+00   5.000000E+00
 -6.000000E+00   5.000000E-01   1.612905E+00   5.000000E+00
 -5.000000E+00   5.000000E-01   1.761949E+00   5.000000E+00
 -4.000000E+00   5.000000E-01   1.912796E+00   5.000000E+00
 -3.000000E+00   5.000000E-01   2.063375E+00   5.000000E+00
 -2.000000E+00   5.000000E-01   2.212103E+00   5.000000E+00
 -1.000000E+00   5.000000E-01   2.357877E+00   5.000000E+00
  0.000000E+00   5.000000E-01   2.499998E+00   5.000000E+00
  1.000000E+00   5.000000E-01   2.638080E+00   5.000000E+00
  2.000000E+00   5.000000E-01   2.771965E+00   5.000000E+00
  3.000000E+00   5.000000E-01   2.901666E+00   5.000000E+00
  4.000000E+00   5.000000E-01   3.027304E+00   5.000000E+00
  5.000000E+00   5.000000E-01   3.149087E+00   5.000000E+00
  6.000000E+00   5.000000E-01   3.267280E+00   5.000000E+00
  7.000000E+00   5.000000E-01   3.382170E+00   5.000000E+00
  8.000000E+00   5.000000E-01   3.494020E+00   5.000000E+00
  9.000000E+00   5.000000E-01   3.603014E+00   5.000000E+00
  1.000000E+01   5.000000E-01   3.709229E+00   5.000000E+00
  1.100000E+01   5.000000E-01   3.812638E+00   5.000000E+00
  1.200000E+01   5.000000E-01   3.913146E+00   5.000000E+00
  1.300000E+01   5.000000E-01   4.010640E+00   5.000000E+00
  1.400000E+01   5.000000E-01   4.105024E+00   5.000000E+00
  1.500000E+01   5.000000E-01   4.196234E+00   5.000000E+00
  1.600000E+01   5.000000E-01   4.284252E+00   5.000000E+00
  1.700000E+01   5.000000E-01   4.369094E+00   5.000000E+00
  1.800000E+01   5.000000E-01   4.450809E+00   5.000000E+00
  1.900000E+01   5.000000E-01   4.529473E+00   5.000000E+00
  2.000000E+01   5.000000E-01   4.605180E+00   5.000000E+00
