#     V0          s range       Energy (HF1) [ho]  Energy (HF2)      EKIN        EHO             EPOT
 -2.000000E+01   5.000000E-01  -1.281275E+01  -1.281275E+01   2.248522E+01   3.692964E-01  -7.207314E+01
 -1.900000E+01   5.000000E-01  -1.104363E+01  -1.104363E+01   2.115250E+01   3.925716E-01  -6.596254E+01
 -1.800000E+01   5.000000E-01  -9.342204E+00  -9.342204E+00   1.981489E+01   4.190581E-01  -5.999042E+01
 -1.700000E+01   5.000000E-01  -7.712023E+00  -7.712023E+00   1.847636E+01   4.493649E-01  -5.417423E+01
 -1.600000E+01   5.000000E-01  -6.156693E+00  -6.156693E+00   1.714207E+01   4.842255E-01  -4.853443E+01
 -1.500000E+01   5.000000E-01  -4.679803E+00  -4.679803E+00   1.581875E+01   5.245106E-01  -4.309515E+01
 -1.400000E+01   5.000000E-01  -3.284784E+00  -3.284784E+00   1.451501E+01   5.712293E-01  -3.788450E+01
 -1.300000E+01   5.000000E-01  -1.974711E+00  -1.974711E+00   1.324161E+01   6.255050E-01  -3.293466E+01
 -1.200000E+01   5.000000E-01  -7.520318E-01  -7.520318E-01   1.201161E+01   6.885062E-01  -2.828130E+01
 -1.100000E+01   5.000000E-01   3.817635E-01   3.817635E-01   1.084005E+01   7.613119E-01  -2.396182E+01
 -1.000000E+01   5.000000E-01   1.426522E+00   1.426522E+00   9.743082E+00   8.446983E-01  -2.001191E+01
 -9.000000E+00   5.000000E-01   2.383768E+00   2.383768E+00   8.736238E+00   9.388705E-01  -1.646042E+01
 -8.000000E+00   5.000000E-01   3.256910E+00   3.256910E+00   7.832040E+00   1.043218E+00  -1.332313E+01
 -7.000000E+00   5.000000E-01   4.051181E+00   4.051181E+00   7.037571E+00   1.156224E+00  -1.059767E+01
 -6.000000E+00   5.000000E-01   4.773283E+00   4.773283E+00   6.353042E+00   1.275621E+00  -8.262001E+00
 -5.000000E+00   5.000000E-01   5.430773E+00   5.430773E+00   5.772089E+00   1.398790E+00  -6.277793E+00
 -4.000000E+00   5.000000E-01   6.031386E+00   6.031386E+00   5.283679E+00   1.523210E+00  -4.597428E+00
 -3.000000E+00   5.000000E-01   6.582469E+00   6.582469E+00   4.874648E+00   1.646797E+00  -3.171546E+00
 -2.000000E+00   5.000000E-01   7.090620E+00   7.090620E+00   4.531871E+00   1.768036E+00  -1.954645E+00
 -1.000000E+00   5.000000E-01   7.561535E+00   7.561535E+00   4.243599E+00   1.885951E+00  -9.079312E-01
  0.000000E+00   5.000000E-01   8.000000E+00   8.000000E+00   4.000005E+00   1.999997E+00   6.257816E-09
  1.000000E+00   5.000000E-01   8.409966E+00   8.409966E+00   3.793242E+00   2.109940E+00   7.936906E-01
  2.000000E+00   5.000000E-01   8.794649E+00   8.794649E+00   3.617257E+00   2.215746E+00   1.491799E+00
  3.000000E+00   5.000000E-01   9.156629E+00   9.156629E+00   3.467534E+00   2.317519E+00   2.108115E+00
  4.000000E+00   5.000000E-01   9.497953E+00   9.497953E+00   3.340850E+00   2.415429E+00   2.652491E+00
  5.000000E+00   5.000000E-01   9.820215E+00   9.820215E+00   3.235001E+00   2.509693E+00   3.131656E+00
  6.000000E+00   5.000000E-01   1.012464E+01   1.012464E+01   3.148529E+00   2.600541E+00   3.550057E+00
  7.000000E+00   5.000000E-01   1.041217E+01   1.041217E+01   3.080391E+00   2.688189E+00   3.910795E+00
  8.000000E+00   5.000000E-01   1.068355E+01   1.068355E+01   3.029605E+00   2.772811E+00   4.216654E+00
  9.000000E+00   5.000000E-01   1.093946E+01   1.093946E+01   2.994929E+00   2.854520E+00   4.470993E+00
  1.000000E+01   5.000000E-01   1.118056E+01   1.118056E+01   2.974723E+00   2.933361E+00   4.678219E+00
  1.100000E+01   5.000000E-01   1.140753E+01   1.140753E+01   2.967006E+00   3.009336E+00   4.843708E+00
  1.200000E+01   5.000000E-01   1.162116E+01   1.162116E+01   2.969648E+00   3.082423E+00   4.973328E+00
  1.300000E+01   5.000000E-01   1.182225E+01   1.182225E+01   2.980583E+00   3.152612E+00   5.072894E+00
  1.400000E+01   5.000000E-01   1.201166E+01   1.201166E+01   2.997956E+00   3.219916E+00   5.147749E+00
  1.500000E+01   5.000000E-01   1.219023E+01   1.219023E+01   3.020190E+00   3.284380E+00   5.202558E+00
  1.600000E+01   5.000000E-01   1.235877E+01   1.235877E+01   3.045988E+00   3.346075E+00   5.241259E+00
  1.700000E+01   5.000000E-01   1.251806E+01   1.251806E+01   3.074314E+00   3.405097E+00   5.267103E+00
  1.800000E+01   5.000000E-01   1.266883E+01   1.266883E+01   3.104347E+00   3.461557E+00   5.282738E+00
  1.900000E+01   5.000000E-01   1.281176E+01   1.281176E+01   3.135451E+00   3.515578E+00   5.290308E+00
  2.000000E+01   5.000000E-01   1.294747E+01   1.294747E+01   3.167130E+00   3.567284E+00   5.291537E+00
