#     V0          s range       Energy (HF1) [ho]  Energy (HF2)      EKIN        EHO             EPOT
 -2.000000E+01   5.000000E-01  -2.627766E+01  -2.627766E+01   4.795760E+01   8.598326E-01  -1.519099E+02
 -1.900000E+01   5.000000E-01  -2.255704E+01  -2.255704E+01   4.481138E+01   9.200459E-01  -1.384170E+02
 -1.800000E+01   5.000000E-01  -1.899441E+01  -1.899441E+01   4.170111E+01   9.884427E-01  -1.253448E+02
 -1.700000E+01   5.000000E-01  -1.559520E+01  -1.559520E+01   3.864047E+01   1.066415E+00  -1.127370E+02
 -1.600000E+01   5.000000E-01  -1.236440E+01  -1.236440E+01   3.564568E+01   1.155556E+00  -1.006424E+02
 -1.500000E+01   5.000000E-01  -9.306343E+00  -9.306343E+00   3.273563E+01   1.257642E+00  -8.911452E+01
 -1.400000E+01   5.000000E-01  -6.424325E+00  -6.424325E+00   2.993182E+01   1.374562E+00  -7.821053E+01
 -1.300000E+01   5.000000E-01  -3.720226E+00  -3.720226E+00   2.725781E+01   1.508188E+00  -6.798882E+01
 -1.200000E+01   5.000000E-01  -1.194078E+00  -1.194078E+00   2.473808E+01   1.660164E+00  -5.850497E+01
 -1.100000E+01   5.000000E-01   1.156334E+00   1.156334E+00   2.239608E+01   1.831614E+00  -4.980595E+01
 -1.000000E+01   5.000000E-01   3.335750E+00   3.335750E+00   2.025162E+01   2.022825E+00  -4.192304E+01
 -9.000000E+00   5.000000E-01   5.351494E+00   5.351494E+00   1.831810E+01   2.232995E+00  -3.486520E+01
 -8.000000E+00   5.000000E-01   7.213226E+00   7.213226E+00   1.660039E+01   2.460152E+00  -2.861494E+01
 -7.000000E+00   5.000000E-01   8.932413E+00   8.932413E+00   1.509409E+01   2.701324E+00  -2.312866E+01
 -6.000000E+00   5.000000E-01   1.052160E+01   1.052160E+01   1.378666E+01   2.952916E+00  -1.834179E+01
 -5.000000E+00   5.000000E-01   1.199364E+01   1.199364E+01   1.265973E+01   3.211177E+00  -1.417689E+01
 -4.000000E+00   5.000000E-01   1.336103E+01   1.336103E+01   1.169196E+01   3.472611E+00  -1.055230E+01
 -3.000000E+00   5.000000E-01   1.463543E+01   1.463543E+01   1.086150E+01   3.734246E+00  -7.389119E+00
 -2.000000E+00   5.000000E-01   1.582738E+01   1.582738E+01   1.014778E+01   3.993741E+00  -4.615764E+00
 -1.000000E+00   5.000000E-01   1.694621E+01   1.694621E+01   9.532505E+00   4.249382E+00  -2.170120E+00
  0.000000E+00   5.000000E-01   1.800000E+01   1.800000E+01   9.000006E+00   4.499997E+00   6.474492E-09
  1.000000E+00   5.000000E-01   1.899570E+01   1.899570E+01   8.537282E+00   4.744861E+00   1.937385E+00
  2.000000E+00   5.000000E-01   1.993918E+01   1.993918E+01   8.133810E+00   4.983589E+00   3.676382E+00
  3.000000E+00   5.000000E-01   2.083538E+01   2.083538E+01   7.781280E+00   5.216070E+00   5.243918E+00
  4.000000E+00   5.000000E-01   2.168837E+01   2.168837E+01   7.473382E+00   5.442390E+00   6.660422E+00
  5.000000E+00   5.000000E-01   2.250146E+01   2.250146E+01   7.205561E+00   5.662799E+00   7.940612E+00
  6.000000E+00   5.000000E-01   2.327726E+01   2.327726E+01   6.974764E+00   5.877682E+00   9.094258E+00
  7.000000E+00   5.000000E-01   2.401775E+01   2.401775E+01   6.779090E+00   6.087515E+00   1.012725E+01
  8.000000E+00   5.000000E-01   2.472444E+01   2.472444E+01   6.617249E+00   6.292793E+00   1.104321E+01
  9.000000E+00   5.000000E-01   2.539850E+01   2.539850E+01   6.487898E+00   6.493927E+00   1.184549E+01
  1.000000E+01   5.000000E-01   2.604093E+01   2.604093E+01   6.389083E+00   6.691159E+00   1.253906E+01
  1.100000E+01   5.000000E-01   2.665275E+01   2.665275E+01   6.318069E+00   6.884526E+00   1.313127E+01
  1.200000E+01   5.000000E-01   2.723508E+01   2.723508E+01   6.271561E+00   7.073902E+00   1.363142E+01
  1.300000E+01   5.000000E-01   2.778914E+01   2.778914E+01   6.246088E+00   7.259074E+00   1.404981E+01
  1.400000E+01   5.000000E-01   2.831629E+01   2.831629E+01   6.238329E+00   7.439812E+00   1.439668E+01
  1.500000E+01   5.000000E-01   2.881795E+01   2.881795E+01   6.245285E+00   7.615913E+00   1.468168E+01
  1.600000E+01   5.000000E-01   2.929555E+01   2.929555E+01   6.264342E+00   7.787219E+00   1.491354E+01
  1.700000E+01   5.000000E-01   2.975052E+01   2.975052E+01   6.293254E+00   7.953630E+00   1.510001E+01
  1.800000E+01   5.000000E-01   3.018424E+01   3.018424E+01   6.330110E+00   8.115095E+00   1.524789E+01
  1.900000E+01   5.000000E-01   3.059806E+01   3.059806E+01   6.373292E+00   8.271610E+00   1.536310E+01
  2.000000E+01   5.000000E-01   3.099324E+01   3.099324E+01   6.421435E+00   8.423211E+00   1.545076E+01
