#     V0          s range       <x^2> [ho units]  Norm denmat []
 -2.000000E+01   5.000000E-01   5.732217E-01   6.000000E+00
 -1.900000E+01   5.000000E-01   6.133639E-01   6.000000E+00
 -1.800000E+01   5.000000E-01   6.589618E-01   6.000000E+00
 -1.700000E+01   5.000000E-01   7.109430E-01   6.000000E+00
 -1.600000E+01   5.000000E-01   7.703706E-01   6.000000E+00
 -1.500000E+01   5.000000E-01   8.384279E-01   6.000000E+00
 -1.400000E+01   5.000000E-01   9.163745E-01   6.000000E+00
 -1.300000E+01   5.000000E-01   1.005459E+00   6.000000E+00
 -1.200000E+01   5.000000E-01   1.106776E+00   6.000000E+00
 -1.100000E+01   5.000000E-01   1.221076E+00   6.000000E+00
 -1.000000E+01   5.000000E-01   1.348550E+00   6.000000E+00
 -9.000000E+00   5.000000E-01   1.488664E+00   6.000000E+00
 -8.000000E+00   5.000000E-01   1.640102E+00   6.000000E+00
 -7.000000E+00   5.000000E-01   1.800883E+00   6.000000E+00
 -6.000000E+00   5.000000E-01   1.968611E+00   6.000000E+00
 -5.000000E+00   5.000000E-01   2.140785E+00   6.000000E+00
 -4.000000E+00   5.000000E-01   2.315074E+00   6.000000E+00
 -3.000000E+00   5.000000E-01   2.489497E+00   6.000000E+00
 -2.000000E+00   5.000000E-01   2.662494E+00   6.000000E+00
 -1.000000E+00   5.000000E-01   2.832921E+00   6.000000E+00
  0.000000E+00   5.000000E-01   2.999998E+00   6.000000E+00
  1.000000E+00   5.000000E-01   3.163240E+00   6.000000E+00
  2.000000E+00   5.000000E-01   3.322393E+00   6.000000E+00
  3.000000E+00   5.000000E-01   3.477380E+00   6.000000E+00
  4.000000E+00   5.000000E-01   3.628260E+00   6.000000E+00
  5.000000E+00   5.000000E-01   3.775199E+00   6.000000E+00
  6.000000E+00   5.000000E-01   3.918454E+00   6.000000E+00
  7.000000E+00   5.000000E-01   4.058343E+00   6.000000E+00
  8.000000E+00   5.000000E-01   4.195195E+00   6.000000E+00
  9.000000E+00   5.000000E-01   4.329285E+00   6.000000E+00
  1.000000E+01   5.000000E-01   4.460773E+00   6.000000E+00
  1.100000E+01   5.000000E-01   4.589684E+00   6.000000E+00
  1.200000E+01   5.000000E-01   4.715935E+00   6.000000E+00
  1.300000E+01   5.000000E-01   4.839383E+00   6.000000E+00
  1.400000E+01   5.000000E-01   4.959875E+00   6.000000E+00
  1.500000E+01   5.000000E-01   5.077275E+00   6.000000E+00
  1.600000E+01   5.000000E-01   5.191479E+00   6.000000E+00
  1.700000E+01   5.000000E-01   5.302420E+00   6.000000E+00
  1.800000E+01   5.000000E-01   5.410063E+00   6.000000E+00
  1.900000E+01   5.000000E-01   5.514406E+00   6.000000E+00
  2.000000E+01   5.000000E-01   5.615474E+00   6.000000E+00
