# V0=-10.0, s=0.5 
#  x1  x2  denmat
#   
   -6.000000E+00    -6.000000E+00     9.944106E-16
   -6.000000E+00    -5.950000E+00     1.039934E-15
   -6.000000E+00    -5.900000E+00     1.179425E-15
   -6.000000E+00    -5.850000E+00     1.423643E-15
   -6.000000E+00    -5.800000E+00     1.792154E-15
   -6.000000E+00    -5.750000E+00     2.314459E-15
   -6.000000E+00    -5.700000E+00     3.031989E-15
   -6.000000E+00    -5.650000E+00     4.000858E-15
   -6.000000E+00    -5.600000E+00     5.295629E-15
   -6.000000E+00    -5.550000E+00     7.014223E-15
   -6.000000E+00    -5.500000E+00     9.284286E-15
   -6.000000E+00    -5.450000E+00     1.227131E-14
   -6.000000E+00    -5.400000E+00     1.618897E-14
   -6.000000E+00    -5.350000E+00     2.131215E-14
   -6.000000E+00    -5.300000E+00     2.799339E-14
   -6.000000E+00    -5.250000E+00     3.668346E-14
   -6.000000E+00    -5.200000E+00     4.795705E-14
   -6.000000E+00    -5.150000E+00     6.254482E-14
   -6.000000E+00    -5.100000E+00     8.137310E-14
   -6.000000E+00    -5.050000E+00     1.056131E-13
   -6.000000E+00    -5.000000E+00     1.367417E-13
   -6.000000E+00    -4.950000E+00     1.766155E-13
   -6.000000E+00    -4.900000E+00     2.275631E-13
   -6.000000E+00    -4.850000E+00     2.924959E-13
   -6.000000E+00    -4.800000E+00     3.750448E-13
   -6.000000E+00    -4.750000E+00     4.797250E-13
   -6.000000E+00    -4.700000E+00     6.121359E-13
   -6.000000E+00    -4.650000E+00     7.792025E-13
   -6.000000E+00    -4.600000E+00     9.894649E-13
   -6.000000E+00    -4.550000E+00     1.253426E-12
   -6.000000E+00    -4.500000E+00     1.583967E-12
   -6.000000E+00    -4.450000E+00     1.996841E-12
   -6.000000E+00    -4.400000E+00     2.511258E-12
   -6.000000E+00    -4.350000E+00     3.150583E-12
   -6.000000E+00    -4.300000E+00     3.943149E-12
   -6.000000E+00    -4.250000E+00     4.923221E-12
   -6.000000E+00    -4.200000E+00     6.132118E-12
   -6.000000E+00    -4.150000E+00     7.619531E-12
   -6.000000E+00    -4.100000E+00     9.445049E-12
   -6.000000E+00    -4.050000E+00     1.167993E-11
   -6.000000E+00    -4.000000E+00     1.440917E-11
   -6.000000E+00    -3.950000E+00     1.773382E-11
   -6.000000E+00    -3.900000E+00     2.177380E-11
   -6.000000E+00    -3.850000E+00     2.667093E-11
