# V0=-20.0, s=0.5 
#  x1  x2  denmat
#   
   -6.000000E+00    -6.000000E+00     0.000000E+00
   -6.000000E+00    -5.950000E+00     6.016418E-49
   -6.000000E+00    -5.900000E+00     1.614787E-48
   -6.000000E+00    -5.850000E+00     3.399873E-48
   -6.000000E+00    -5.800000E+00     8.160954E-48
   -6.000000E+00    -5.750000E+00     2.051347E-47
   -6.000000E+00    -5.700000E+00     5.084215E-47
   -6.000000E+00    -5.650000E+00     1.222451E-46
   -6.000000E+00    -5.600000E+00     2.815631E-46
   -6.000000E+00    -5.550000E+00     6.173407E-46
   -6.000000E+00    -5.500000E+00     1.307272E-45
   -6.000000E+00    -5.450000E+00     2.675000E-45
   -6.000000E+00    -5.400000E+00     5.372657E-45
   -6.000000E+00    -5.350000E+00     1.064037E-44
   -6.000000E+00    -5.300000E+00     2.086905E-44
   -6.000000E+00    -5.250000E+00     4.055677E-44
   -6.000000E+00    -5.200000E+00     7.813040E-44
   -6.000000E+00    -5.150000E+00     1.495340E-43
   -6.000000E+00    -5.100000E+00     2.846956E-43
   -6.000000E+00    -5.050000E+00     5.398166E-43
   -6.000000E+00    -5.000000E+00     1.019344E-42
   -6.000000E+00    -4.950000E+00     1.917776E-42
   -6.000000E+00    -4.900000E+00     3.594619E-42
   -6.000000E+00    -4.850000E+00     6.713224E-42
   -6.000000E+00    -4.800000E+00     1.249308E-41
   -6.000000E+00    -4.750000E+00     2.316712E-41
   -6.000000E+00    -4.700000E+00     4.281285E-41
   -6.000000E+00    -4.650000E+00     7.884615E-41
   -6.000000E+00    -4.600000E+00     1.447115E-40
   -6.000000E+00    -4.550000E+00     2.647072E-40
   -6.000000E+00    -4.500000E+00     4.826200E-40
   -6.000000E+00    -4.450000E+00     8.771304E-40
   -6.000000E+00    -4.400000E+00     1.589245E-39
   -6.000000E+00    -4.350000E+00     2.871027E-39
   -6.000000E+00    -4.300000E+00     5.172028E-39
   -6.000000E+00    -4.250000E+00     9.292364E-39
   -6.000000E+00    -4.200000E+00     1.665353E-38
   -6.000000E+00    -4.150000E+00     2.977696E-38
   -6.000000E+00    -4.100000E+00     5.312930E-38
   -6.000000E+00    -4.050000E+00     9.461492E-38
   -6.000000E+00    -4.000000E+00     1.682119E-37
   -6.000000E+00    -3.950000E+00     2.986283E-37
   -6.000000E+00    -3.900000E+00     5.295337E-37
   -6.000000E+00    -3.850000E+00     9.381261E-37
   -6.000000E+00    -3.800000E+00     1.660939E-36
   -6.000000E+00    -3.750000E+00     2.939632E-36
   -6.000000E+00    -3.700000E+00     5.202365E-36
   -6.000000E+00    -3.650000E+00     9.208658E-36
   -6.000000E+00    -3.600000E+00     1.630774E-35
   -6.000000E+00    -3.550000E+00     2.890005E-35
   -6.000000E+00    -3.500000E+00     5.126323E-35
   -6.000000E+00    -3.450000E+00     9.103248E-35
   -6.000000E+00    -3.400000E+00     1.618577E-34
   -6.000000E+00    -3.350000E+00     2.881783E-34
   -6.000000E+00    -3.300000E+00     5.138101E-34
   -6.000000E+00    -3.250000E+00     9.173968E-34
   -6.000000E+00    -3.200000E+00     1.640215E-33
   -6.000000E+00    -3.150000E+00     2.936191E-33
   -6.000000E+00    -3.100000E+00     5.261805E-33
   -6.000000E+00    -3.050000E+00     9.437445E-33
   -6.000000E+00    -3.000000E+00     1.693643E-32
   -6.000000E+00    -2.950000E+00     3.040132E-32
   -6.000000E+00    -2.900000E+00     5.456287E-32
   -6.000000E+00    -2.850000E+00     9.786875E-32
   -6.000000E+00    -2.800000E+00     1.753542E-31
   -6.000000E+00    -2.750000E+00     3.136687E-31
   -6.000000E+00    -2.700000E+00     5.598081E-31
   -6.000000E+00    -2.650000E+00     9.961415E-31
   -6.000000E+00    -2.600000E+00     1.765982E-30
   -6.000000E+00    -2.550000E+00     3.116533E-30
   -6.000000E+00    -2.500000E+00     5.469911E-30
   -6.000000E+00    -2.450000E+00     9.538568E-30
   -6.000000E+00    -2.400000E+00     1.650916E-29
   -6.000000E+00    -2.350000E+00     2.832931E-29
   -6.000000E+00    -2.300000E+00     4.814548E-29
   -6.000000E+00    -2.250000E+00     8.096097E-29
   -6.000000E+00    -2.200000E+00     1.346222E-28
   -6.000000E+00    -2.150000E+00     2.213382E-28
   -6.000000E+00    -2.100000E+00     3.601962E-28
   -6.000000E+00    -2.050000E+00     5.818353E-28
   -6.000000E+00    -2.000000E+00     9.382128E-28
   -6.000000E+00    -1.950000E+00     1.524686E-27
   -6.000000E+00    -1.900000E+00     2.531346E-27
   -6.000000E+00    -1.850000E+00     4.361359E-27
   -6.000000E+00    -1.800000E+00     7.896143E-27
   -6.000000E+00    -1.750000E+00     1.506730E-26
   -6.000000E+00    -1.700000E+00     3.003811E-26
   -6.000000E+00    -1.650000E+00     6.153459E-26
   -6.000000E+00    -1.600000E+00     1.272255E-25
   -6.000000E+00    -1.550000E+00     2.615346E-25
   -6.000000E+00    -1.500000E+00     5.288042E-25
   -6.000000E+00    -1.450000E+00     1.044098E-24
   -6.000000E+00    -1.400000E+00     2.003687E-24
   -6.000000E+00    -1.350000E+00     3.725697E-24
   -6.000000E+00    -1.300000E+00     6.697580E-24
   -6.000000E+00    -1.250000E+00     1.162031E-23
   -6.000000E+00    -1.200000E+00     1.942973E-23
   -6.000000E+00    -1.150000E+00     3.126524E-23
   -6.000000E+00    -1.100000E+00     4.835056E-23
   -6.000000E+00    -1.050000E+00     7.175786E-23
   -6.000000E+00    -1.000000E+00     1.020543E-22
   -6.000000E+00    -9.500000E-01     1.388819E-22
   -6.000000E+00    -9.000000E-01     1.805904E-22
   -6.000000E+00    -8.500000E-01     2.241006E-22
   -6.000000E+00    -8.000000E-01     2.651845E-22
   -6.000000E+00    -7.500000E-01     2.992614E-22
   -6.000000E+00    -7.000000E-01     3.226254E-22
   -6.000000E+00    -6.500000E-01     3.337669E-22
   -6.000000E+00    -6.000000E-01     3.342606E-22
   -6.000000E+00    -5.500000E-01     3.286877E-22
   -6.000000E+00    -5.000000E-01     3.233436E-22
   -6.000000E+00    -4.500000E-01     3.240049E-22
   -6.000000E+00    -4.000000E-01     3.335813E-22
   -6.000000E+00    -3.500000E-01     3.507429E-22
   -6.000000E+00    -3.000000E-01     3.703445E-22
   -6.000000E+00    -2.500000E-01     3.856862E-22
   -6.000000E+00    -2.000000E-01     3.916851E-22
   -6.000000E+00    -1.500000E-01     3.874218E-22
   -6.000000E+00    -1.000000E-01     3.766918E-22
   -6.000000E+00    -5.000000E-02     3.661506E-22
   -6.000000E+00     0.000000E+00     3.619223E-22
   -6.000000E+00     5.000000E-02     3.664238E-22
   -6.000000E+00     1.000000E-01     3.771000E-22
   -6.000000E+00     1.500000E-01     3.877530E-22
   -6.000000E+00     2.000000E-01     3.917510E-22
   -6.000000E+00     2.500000E-01     3.854065E-22
   -6.000000E+00     3.000000E-01     3.697797E-22
   -6.000000E+00     3.500000E-01     3.500635E-22
   -6.000000E+00     4.000000E-01     3.329912E-22
   -6.000000E+00     4.500000E-01     3.236572E-22
   -6.000000E+00     5.000000E-01     3.232829E-22
   -6.000000E+00     5.500000E-01     3.288398E-22
   -6.000000E+00     6.000000E-01     3.344676E-22
   -6.000000E+00     6.500000E-01     3.338467E-22
   -6.000000E+00     7.000000E-01     3.224307E-22
   -6.000000E+00     7.500000E-01     2.987186E-22
   -6.000000E+00     8.000000E-01     2.643030E-22
   -6.000000E+00     8.500000E-01     2.229576E-22
   -6.000000E+00     9.000000E-01     1.793008E-22
   -6.000000E+00     9.500000E-01     1.375671E-22
   -6.000000E+00     1.000000E+00     1.008168E-22
   -6.000000E+00     1.050000E+00     7.066843E-23
   -6.000000E+00     1.100000E+00     4.744513E-23
   -6.000000E+00     1.150000E+00     3.055005E-23
   -6.000000E+00     1.200000E+00     1.889003E-23
   -6.000000E+00     1.250000E+00     1.122964E-23
   -6.000000E+00     1.300000E+00     6.425417E-24
   -6.000000E+00     1.350000E+00     3.542740E-24
   -6.000000E+00     1.400000E+00     1.884760E-24
   -6.000000E+00     1.450000E+00     9.692295E-25
   -6.000000E+00     1.500000E+00     4.831134E-25
   -6.000000E+00     1.550000E+00     2.344941E-25
   -6.000000E+00     1.600000E+00     1.117150E-25
   -6.000000E+00     1.650000E+00     5.292678E-26
   -6.000000E+00     1.700000E+00     2.543300E-26
   -6.000000E+00     1.750000E+00     1.270847E-26
   -6.000000E+00     1.800000E+00     6.754251E-27
   -6.000000E+00     1.850000E+00     3.852657E-27
   -6.000000E+00     1.900000E+00     2.335985E-27
   -6.000000E+00     1.950000E+00     1.473963E-27
   -6.000000E+00     2.000000E+00     9.471013E-28
   -6.000000E+00     2.050000E+00     6.099781E-28
   -6.000000E+00     2.100000E+00     3.900992E-28
   -6.000000E+00     2.150000E+00     2.466062E-28
   -6.000000E+00     2.200000E+00     1.538574E-28
   -6.000000E+00     2.250000E+00     9.474468E-29
   -6.000000E+00     2.300000E+00     5.763890E-29
   -6.000000E+00     2.350000E+00     3.468713E-29
   -6.000000E+00     2.400000E+00     2.067921E-29
   -6.000000E+00     2.450000E+00     1.223003E-29
   -6.000000E+00     2.500000E+00     7.185016E-30
   -6.000000E+00     2.550000E+00     4.198185E-30
   -6.000000E+00     2.600000E+00     2.442296E-30
   -6.000000E+00     2.650000E+00     1.415949E-30
   -6.000000E+00     2.700000E+00     8.187671E-31
   -6.000000E+00     2.750000E+00     4.725330E-31
   -6.000000E+00     2.800000E+00     2.723362E-31
   -6.000000E+00     2.850000E+00     1.568099E-31
   -6.000000E+00     2.900000E+00     9.023730E-32
