#     V0          s range       <x^2> [ho units]  Norm denmat []
 -2.000000E+01   1.000000E-01   1.755355E+00   4.000000E+00
 -2.000000E+01   2.000000E-01   4.605565E-01   4.000000E+00
 -2.000000E+01   3.000000E-01   3.048171E-01   4.000000E+00
 -2.000000E+01   4.000000E-01   3.268716E-01   4.000000E+00
 -2.000000E+01   5.000000E-01   3.692961E-01   4.000000E+00
 -2.000000E+01   6.000000E-01   4.194453E-01   4.000000E+00
 -2.000000E+01   7.000000E-01   4.736468E-01   4.000000E+00
 -2.000000E+01   8.000000E-01   5.301729E-01   4.000000E+00
 -2.000000E+01   9.000000E-01   5.879631E-01   4.000000E+00
 -2.000000E+01   1.000000E+00   6.462624E-01   4.000000E+00
 -2.000000E+01   1.100000E+00   7.044908E-01   4.000000E+00
 -2.000000E+01   1.200000E+00   7.621861E-01   4.000000E+00
 -2.000000E+01   1.300000E+00   8.189759E-01   4.000000E+00
 -2.000000E+01   1.400000E+00   8.745603E-01   4.000000E+00
 -2.000000E+01   1.500000E+00   9.287016E-01   4.000000E+00
 -2.000000E+01   1.600000E+00   9.812148E-01   4.000000E+00
 -2.000000E+01   1.700000E+00   1.031961E+00   4.000000E+00
 -2.000000E+01   1.800000E+00   1.080841E+00   4.000000E+00
 -2.000000E+01   1.900000E+00   1.127790E+00   4.000000E+00
 -2.000000E+01   2.000000E+00   1.172770E+00   4.000000E+00
 -2.000000E+01   2.100000E+00   1.215768E+00   4.000000E+00
 -2.000000E+01   2.200000E+00   1.256792E+00   4.000000E+00
 -2.000000E+01   2.300000E+00   1.295864E+00   4.000000E+00
 -2.000000E+01   2.400000E+00   1.333021E+00   4.000000E+00
 -2.000000E+01   2.500000E+00   1.368307E+00   4.000000E+00
 -2.000000E+01   2.600000E+00   1.401778E+00   4.000000E+00
 -2.000000E+01   2.700000E+00   1.433494E+00   4.000000E+00
 -2.000000E+01   2.800000E+00   1.463517E+00   4.000000E+00
 -2.000000E+01   2.900000E+00   1.491916E+00   4.000000E+00
 -2.000000E+01   3.000000E+00   1.518760E+00   4.000000E+00
