# V0=10.0, s=0.5 
#  x1  x2  denmat
#   
   -6.000000E+00    -6.000000E+00     0.000000E+00
   -6.000000E+00    -5.950000E+00     4.596380E-18
   -6.000000E+00    -5.900000E+00     1.952558E-17
   -6.000000E+00    -5.850000E+00     4.840749E-17
   -6.000000E+00    -5.800000E+00     9.804641E-17
   -6.000000E+00    -5.750000E+00     1.798000E-16
   -6.000000E+00    -5.700000E+00     3.118388E-16
   -6.000000E+00    -5.650000E+00     5.226764E-16
   -6.000000E+00    -5.600000E+00     8.565535E-16
   -6.000000E+00    -5.550000E+00     1.381537E-15
   -6.000000E+00    -5.500000E+00     2.201589E-15
   -6.000000E+00    -5.450000E+00     3.474388E-15
   -6.000000E+00    -5.400000E+00     5.437469E-15
   -6.000000E+00    -5.350000E+00     8.446219E-15
   -6.000000E+00    -5.300000E+00     1.302873E-14
   -6.000000E+00    -5.250000E+00     1.996432E-14
   -6.000000E+00    -5.200000E+00     3.039510E-14
   -6.000000E+00    -5.150000E+00     4.598306E-14
   -6.000000E+00    -5.100000E+00     6.912972E-14
   -6.000000E+00    -5.050000E+00     1.032803E-13
   -6.000000E+00    -5.000000E+00     1.533414E-13
   -6.000000E+00    -4.950000E+00     2.262502E-13
   -6.000000E+00    -4.900000E+00     3.317410E-13
   -6.000000E+00    -4.850000E+00     4.833712E-13
   -6.000000E+00    -4.800000E+00     6.998775E-13
   -6.000000E+00    -4.750000E+00     1.006954E-12
   -6.000000E+00    -4.700000E+00     1.439554E-12
   -6.000000E+00    -4.650000E+00     2.044849E-12
   -6.000000E+00    -4.600000E+00     2.885968E-12
   -6.000000E+00    -4.550000E+00     4.046688E-12
   -6.000000E+00    -4.500000E+00     5.637226E-12
   -6.000000E+00    -4.450000E+00     7.801303E-12
   -6.000000E+00    -4.400000E+00     1.072461E-11
   -6.000000E+00    -4.350000E+00     1.464482E-11
   -6.000000E+00    -4.300000E+00     1.986317E-11
   -6.000000E+00    -4.250000E+00     2.675761E-11
   -6.000000E+00    -4.200000E+00     3.579733E-11
   -6.000000E+00    -4.150000E+00     4.755843E-11
   -6.000000E+00    -4.100000E+00     6.274003E-11
   -6.000000E+00    -4.050000E+00     8.218026E-11
   -6.000000E+00    -4.000000E+00     1.068708E-10
   -6.000000E+00    -3.950000E+00     1.379688E-10
   -6.000000E+00    -3.900000E+00     1.768041E-10
   -6.000000E+00    -3.850000E+00     2.248800E-10
   -6.000000E+00    -3.800000E+00     2.838653E-10
   -6.000000E+00    -3.750000E+00     3.555744E-10
   -6.000000E+00    -3.700000E+00     4.419337E-10
   -6.000000E+00    -3.650000E+00     5.449324E-10
   -6.000000E+00    -3.600000E+00     6.665538E-10
   -6.000000E+00    -3.550000E+00     8.086894E-10
   -6.000000E+00    -3.500000E+00     9.730325E-10
   -6.000000E+00    -3.450000E+00     1.160956E-09
   -6.000000E+00    -3.400000E+00     1.373377E-09
   -6.000000E+00    -3.350000E+00     1.610610E-09
   -6.000000E+00    -3.300000E+00     1.872228E-09
   -6.000000E+00    -3.250000E+00     2.156924E-09
   -6.000000E+00    -3.200000E+00     2.462403E-09
   -6.000000E+00    -3.150000E+00     2.785309E-09
   -6.000000E+00    -3.100000E+00     3.121191E-09
   -6.000000E+00    -3.050000E+00     3.464544E-09
   -6.000000E+00    -3.000000E+00     3.808911E-09
   -6.000000E+00    -2.950000E+00     4.147068E-09
   -6.000000E+00    -2.900000E+00     4.471281E-09
   -6.000000E+00    -2.850000E+00     4.773640E-09
   -6.000000E+00    -2.800000E+00     5.046449E-09
   -6.000000E+00    -2.750000E+00     5.282651E-09
   -6.000000E+00    -2.700000E+00     5.476264E-09
   -6.000000E+00    -2.650000E+00     5.622798E-09
   -6.000000E+00    -2.600000E+00     5.719609E-09
   -6.000000E+00    -2.550000E+00     5.766177E-09
   -6.000000E+00    -2.500000E+00     5.764262E-09
   -6.000000E+00    -2.450000E+00     5.717939E-09
   -6.000000E+00    -2.400000E+00     5.633490E-09
   -6.000000E+00    -2.350000E+00     5.519180E-09
   -6.000000E+00    -2.300000E+00     5.384908E-09
   -6.000000E+00    -2.250000E+00     5.241785E-09
   -6.000000E+00    -2.200000E+00     5.101640E-09
   -6.000000E+00    -2.150000E+00     4.976509E-09
   -6.000000E+00    -2.100000E+00     4.878102E-09
   -6.000000E+00    -2.050000E+00     4.817284E-09
   -6.000000E+00    -2.000000E+00     4.803562E-09
   -6.000000E+00    -1.950000E+00     4.844586E-09
   -6.000000E+00    -1.900000E+00     4.945678E-09
   -6.000000E+00    -1.850000E+00     5.109379E-09
   -6.000000E+00    -1.800000E+00     5.335058E-09
   -6.000000E+00    -1.750000E+00     5.618617E-09
   -6.000000E+00    -1.700000E+00     5.952327E-09
   -6.000000E+00    -1.650000E+00     6.324882E-09
   -6.000000E+00    -1.600000E+00     6.721695E-09
   -6.000000E+00    -1.550000E+00     7.125494E-09
   -6.000000E+00    -1.500000E+00     7.517204E-09
   -6.000000E+00    -1.450000E+00     7.877108E-09
   -6.000000E+00    -1.400000E+00     8.186186E-09
   -6.000000E+00    -1.350000E+00     8.427542E-09
   -6.000000E+00    -1.300000E+00     8.587772E-09
   -6.000000E+00    -1.250000E+00     8.658133E-09
   -6.000000E+00    -1.200000E+00     8.635376E-09
   -6.000000E+00    -1.150000E+00     8.522156E-09
   -6.000000E+00    -1.100000E+00     8.326968E-09
   -6.000000E+00    -1.050000E+00     8.063602E-09
   -6.000000E+00    -1.000000E+00     7.750207E-09
   -6.000000E+00    -9.500000E-01     7.408032E-09
   -6.000000E+00    -9.000000E-01     7.060001E-09
   -6.000000E+00    -8.500000E-01     6.729234E-09
   -6.000000E+00    -8.000000E-01     6.437639E-09
   -6.000000E+00    -7.500000E-01     6.204651E-09
   -6.000000E+00    -7.000000E-01     6.046173E-09
   -6.000000E+00    -6.500000E-01     5.973742E-09
   -6.000000E+00    -6.000000E-01     5.993911E-09
   -6.000000E+00    -5.500000E-01     6.107853E-09
   -6.000000E+00    -5.000000E-01     6.311180E-09
   -6.000000E+00    -4.500000E-01     6.594005E-09
   -6.000000E+00    -4.000000E-01     6.941271E-09
   -6.000000E+00    -3.500000E-01     7.333394E-09
   -6.000000E+00    -3.000000E-01     7.747252E-09
   -6.000000E+00    -2.500000E-01     8.157500E-09
   -6.000000E+00    -2.000000E-01     8.538189E-09
   -6.000000E+00    -1.500000E-01     8.864566E-09
   -6.000000E+00    -1.000000E-01     9.114932E-09
   -6.000000E+00    -5.000000E-02     9.272354E-09
   -6.000000E+00     0.000000E+00     9.326059E-09
   -6.000000E+00     5.000000E-02     9.272353E-09
   -6.000000E+00     1.000000E-01     9.114932E-09
   -6.000000E+00     1.500000E-01     8.864566E-09
   -6.000000E+00     2.000000E-01     8.538188E-09
   -6.000000E+00     2.500000E-01     8.157499E-09
   -6.000000E+00     3.000000E-01     7.747251E-09
   -6.000000E+00     3.500000E-01     7.333393E-09
   -6.000000E+00     4.000000E-01     6.941270E-09
   -6.000000E+00     4.500000E-01     6.594005E-09
   -6.000000E+00     5.000000E-01     6.311180E-09
   -6.000000E+00     5.500000E-01     6.107852E-09
   -6.000000E+00     6.000000E-01     5.993911E-09
   -6.000000E+00     6.500000E-01     5.973742E-09
   -6.000000E+00     7.000000E-01     6.046174E-09
   -6.000000E+00     7.500000E-01     6.204652E-09
   -6.000000E+00     8.000000E-01     6.437641E-09
   -6.000000E+00     8.500000E-01     6.729236E-09
   -6.000000E+00     9.000000E-01     7.060003E-09
   -6.000000E+00     9.500000E-01     7.408034E-09
   -6.000000E+00     1.000000E+00     7.750210E-09
   -6.000000E+00     1.050000E+00     8.063605E-09
   -6.000000E+00     1.100000E+00     8.326970E-09
   -6.000000E+00     1.150000E+00     8.522159E-09
   -6.000000E+00     1.200000E+00     8.635378E-09
   -6.000000E+00     1.250000E+00     8.658135E-09
   -6.000000E+00     1.300000E+00     8.587774E-09
   -6.000000E+00     1.350000E+00     8.427543E-09
   -6.000000E+00     1.400000E+00     8.186187E-09
   -6.000000E+00     1.450000E+00     7.877109E-09
   -6.000000E+00     1.500000E+00     7.517205E-09
   -6.000000E+00     1.550000E+00     7.125494E-09
   -6.000000E+00     1.600000E+00     6.721695E-09
   -6.000000E+00     1.650000E+00     6.324881E-09
   -6.000000E+00     1.700000E+00     5.952326E-09
   -6.000000E+00     1.750000E+00     5.618616E-09
   -6.000000E+00     1.800000E+00     5.335058E-09
   -6.000000E+00     1.850000E+00     5.109378E-09
   -6.000000E+00     1.900000E+00     4.945678E-09
   -6.000000E+00     1.950000E+00     4.844586E-09
   -6.000000E+00     2.000000E+00     4.803562E-09
   -6.000000E+00     2.050000E+00     4.817286E-09
   -6.000000E+00     2.100000E+00     4.878104E-09
   -6.000000E+00     2.150000E+00     4.976511E-09
   -6.000000E+00     2.200000E+00     5.101644E-09
   -6.000000E+00     2.250000E+00     5.241789E-09
   -6.000000E+00     2.300000E+00     5.384913E-09
   -6.000000E+00     2.350000E+00     5.519185E-09
   -6.000000E+00     2.400000E+00     5.633496E-09
   -6.000000E+00     2.450000E+00     5.717946E-09
   -6.000000E+00     2.500000E+00     5.764270E-09
   -6.000000E+00     2.550000E+00     5.766185E-09
   -6.000000E+00     2.600000E+00     5.719618E-09
   -6.000000E+00     2.650000E+00     5.622807E-09
   -6.000000E+00     2.700000E+00     5.476273E-09
   -6.000000E+00     2.750000E+00     5.282660E-09
   -6.000000E+00     2.800000E+00     5.046458E-09
   -6.000000E+00     2.850000E+00     4.773648E-09
   -6.000000E+00     2.900000E+00     4.471289E-09
   -6.000000E+00     2.950000E+00     4.147076E-09
   -6.000000E+00     3.000000E+00     3.808919E-09
   -6.000000E+00     3.050000E+00     3.464551E-09
   -6.000000E+00     3.100000E+00     3.121197E-09
   -6.000000E+00     3.150000E+00     2.785315E-09
   -6.000000E+00     3.200000E+00     2.462409E-09
   -6.000000E+00     3.250000E+00     2.156928E-09
   -6.000000E+00     3.300000E+00     1.872232E-09
   -6.000000E+00     3.350000E+00     1.610614E-09
   -6.000000E+00     3.400000E+00     1.373380E-09
   -6.000000E+00     3.450000E+00     1.160959E-09
   -6.000000E+00     3.500000E+00     9.730348E-10
   -6.000000E+00     3.550000E+00     8.086912E-10
   -6.000000E+00     3.600000E+00     6.665554E-10
   -6.000000E+00     3.650000E+00     5.449337E-10
   -6.000000E+00     3.700000E+00     4.419348E-10
   -6.000000E+00     3.750000E+00     3.555753E-10
   -6.000000E+00     3.800000E+00     2.838661E-10
   -6.000000E+00     3.850000E+00     2.248806E-10
   -6.000000E+00     3.900000E+00     1.768045E-10
   -6.000000E+00     3.950000E+00     1.379692E-10
   -6.000000E+00     4.000000E+00     1.068711E-10
   -6.000000E+00     4.050000E+00     8.218048E-11
   -6.000000E+00     4.100000E+00     6.274020E-11
   -6.000000E+00     4.150000E+00     4.755856E-11
   -6.000000E+00     4.200000E+00     3.579743E-11
   -6.000000E+00     4.250000E+00     2.675769E-11
   -6.000000E+00     4.300000E+00     1.986323E-11
   -6.000000E+00     4.350000E+00     1.464487E-11
   -6.000000E+00     4.400000E+00     1.072464E-11
   -6.000000E+00     4.450000E+00     7.801326E-12
   -6.000000E+00     4.500000E+00     5.637243E-12
   -6.000000E+00     4.550000E+00     4.046700E-12
   -6.000000E+00     4.600000E+00     2.885977E-12
   -6.000000E+00     4.650000E+00     2.044856E-12
   -6.000000E+00     4.700000E+00     1.439559E-12
   -6.000000E+00     4.750000E+00     1.006957E-12
   -6.000000E+00     4.800000E+00     6.998798E-13
   -6.000000E+00     4.850000E+00     4.833728E-13
   -6.000000E+00     4.900000E+00     3.317421E-13
   -6.000000E+00     4.950000E+00     2.262509E-13
   -6.000000E+00     5.000000E+00     1.533420E-13
   -6.000000E+00     5.050000E+00     1.032806E-13
   -6.000000E+00     5.100000E+00     6.912996E-14
   -6.000000E+00     5.150000E+00     4.598322E-14
   -6.000000E+00     5.200000E+00     3.039520E-14
   -6.000000E+00     5.250000E+00     1.996439E-14
   -6.000000E+00     5.300000E+00     1.302878E-14
   -6.000000E+00     5.350000E+00     8.446249E-15
   -6.000000E+00     5.400000E+00     5.437489E-15
   -6.000000E+00     5.450000E+00     3.474401E-15
   -6.000000E+00     5.500000E+00     2.201597E-15
   -6.000000E+00     5.550000E+00     1.381543E-15
   -6.000000E+00     5.600000E+00     8.565567E-16
   -6.000000E+00     5.650000E+00     5.226784E-16
   -6.000000E+00     5.700000E+00     3.118400E-16
   -6.000000E+00     5.750000E+00     1.798007E-16
   -6.000000E+00     5.800000E+00     9.804679E-17
   -6.000000E+00     5.850000E+00     4.840767E-17
   -6.000000E+00     5.900000E+00     1.952565E-17
   -6.000000E+00     5.950000E+00     4.596395E-18
#   
   -5.950000E+00    -6.000000E+00     4.596380E-18
   -5.950000E+00    -5.950000E+00     0.000000E+00
   -5.950000E+00    -5.900000E+00     4.625959E-18
   -5.950000E+00    -5.850000E+00     1.969636E-17
   -5.950000E+00    -5.800000E+00     4.890462E-17
   -5.950000E+00    -5.750000E+00     9.913758E-17
   -5.950000E+00    -5.700000E+00     1.818546E-16
   -5.950000E+00    -5.650000E+00     3.153548E-16
   -5.950000E+00    -5.600000E+00     5.283070E-16
   -5.950000E+00    -5.550000E+00     8.651254E-16
   -5.950000E+00    -5.500000E+00     1.394043E-15
   -5.950000E+00    -5.450000E+00     2.219121E-15
   -5.950000E+00    -5.400000E+00     3.497970E-15
   -5.950000E+00    -5.350000E+00     5.467686E-15
   -5.950000E+00    -5.300000E+00     8.482520E-15
   -5.950000E+00    -5.250000E+00     1.306818E-14
   -5.950000E+00    -5.200000E+00     1.999947E-14
   -5.950000E+00    -5.150000E+00     3.041042E-14
   -5.950000E+00    -5.100000E+00     4.594933E-14
   -5.950000E+00    -5.050000E+00     6.899500E-14
   -5.950000E+00    -5.000000E+00     1.029561E-13
   -5.950000E+00    -4.950000E+00     1.526818E-13
   -5.950000E+00    -4.900000E+00     2.250201E-13
   -5.950000E+00    -4.850000E+00     3.295698E-13
   -5.950000E+00    -4.800000E+00     4.796849E-13
   -5.950000E+00    -4.750000E+00     6.938009E-13
   -5.950000E+00    -4.700000E+00     9.971704E-13
   -5.950000E+00    -4.650000E+00     1.424110E-12
   -5.950000E+00    -4.600000E+00     2.020874E-12
   -5.950000E+00    -4.550000E+00     2.849295E-12
   -5.950000E+00    -4.500000E+00     3.991321E-12
   -5.950000E+00    -4.450000E+00     5.554621E-12
   -5.950000E+00    -4.400000E+00     7.679384E-12
   -5.950000E+00    -4.350000E+00     1.054645E-11
   -5.950000E+00    -4.300000E+00     1.438689E-11
   -5.950000E+00    -4.250000E+00     1.949296E-11
   -5.950000E+00    -4.200000E+00     2.623056E-11
   -5.950000E+00    -4.150000E+00     3.505282E-11
   -5.950000E+00    -4.100000E+00     4.651449E-11
   -5.950000E+00    -4.050000E+00     6.128670E-11
   -5.950000E+00    -4.000000E+00     8.017103E-11
   -5.950000E+00    -3.950000E+00     1.041120E-10
   -5.950000E+00    -3.900000E+00     1.342064E-10
   -5.950000E+00    -3.850000E+00     1.717077E-10
   -5.950000E+00    -3.800000E+00     2.180240E-10
   -5.950000E+00    -3.750000E+00     2.747060E-10
   -5.950000E+00    -3.700000E+00     3.434252E-10
   -5.950000E+00    -3.650000E+00     4.259368E-10
   -5.950000E+00    -3.600000E+00     5.240287E-10
   -5.950000E+00    -3.550000E+00     6.394532E-10
   -5.950000E+00    -3.500000E+00     7.738415E-10
   -5.950000E+00    -3.450000E+00     9.286032E-10
   -5.950000E+00    -3.400000E+00     1.104811E-09
   -5.950000E+00    -3.350000E+00     1.303077E-09
   -5.950000E+00    -3.300000E+00     1.523426E-09
   -5.950000E+00    -3.250000E+00     1.765175E-09
   -5.950000E+00    -3.200000E+00     2.026825E-09
   -5.950000E+00    -3.150000E+00     2.305984E-09
   -5.950000E+00    -3.100000E+00     2.599326E-09
   -5.950000E+00    -3.050000E+00     2.902596E-09
   -5.950000E+00    -3.000000E+00     3.210684E-09
   -5.950000E+00    -2.950000E+00     3.517758E-09
   -5.950000E+00    -2.900000E+00     3.817464E-09
   -5.950000E+00    -2.850000E+00     4.103194E-09
   -5.950000E+00    -2.800000E+00     4.368411E-09
   -5.950000E+00    -2.750000E+00     4.607004E-09
   -5.950000E+00    -2.700000E+00     4.813667E-09
   -5.950000E+00    -2.650000E+00     4.984261E-09
   -5.950000E+00    -2.600000E+00     5.116141E-09
   -5.950000E+00    -2.550000E+00     5.208411E-09
   -5.950000E+00    -2.500000E+00     5.262093E-09
   -5.950000E+00    -2.450000E+00     5.280182E-09
   -5.950000E+00    -2.400000E+00     5.267590E-09
   -5.950000E+00    -2.350000E+00     5.230981E-09
   -5.950000E+00    -2.300000E+00     5.178500E-09
   -5.950000E+00    -2.250000E+00     5.119422E-09
   -5.950000E+00    -2.200000E+00     5.063748E-09
   -5.950000E+00    -2.150000E+00     5.021759E-09
   -5.950000E+00    -2.100000E+00     5.003546E-09
   -5.950000E+00    -2.050000E+00     5.018536E-09
   -5.950000E+00    -2.000000E+00     5.075009E-09
   -5.950000E+00    -1.950000E+00     5.179614E-09
   -5.950000E+00    -1.900000E+00     5.336892E-09
   -5.950000E+00    -1.850000E+00     5.548814E-09
   -5.950000E+00    -1.800000E+00     5.814372E-09
   -5.950000E+00    -1.750000E+00     6.129256E-09
   -5.950000E+00    -1.700000E+00     6.485687E-09
   -5.950000E+00    -1.650000E+00     6.872449E-09
   -5.950000E+00    -1.600000E+00     7.275190E-09
   -5.950000E+00    -1.550000E+00     7.677025E-09
   -5.950000E+00    -1.500000E+00     8.059438E-09
   -5.950000E+00    -1.450000E+00     8.403456E-09
   -5.950000E+00    -1.400000E+00     8.691002E-09
   -5.950000E+00    -1.350000E+00     8.906332E-09
   -5.950000E+00    -1.300000E+00     9.037388E-09
   -5.950000E+00    -1.250000E+00     9.076936E-09
   -5.950000E+00    -1.200000E+00     9.023362E-09
   -5.950000E+00    -1.150000E+00     8.881010E-09
   -5.950000E+00    -1.100000E+00     8.660041E-09
   -5.950000E+00    -1.050000E+00     8.375816E-09
   -5.950000E+00    -1.000000E+00     8.047872E-09
   -5.950000E+00    -9.500000E-01     7.698597E-09
   -5.950000E+00    -9.000000E-01     7.351751E-09
   -5.950000E+00    -8.500000E-01     7.030945E-09
   -5.950000E+00    -8.000000E-01     6.758211E-09
   -5.950000E+00    -7.500000E-01     6.552732E-09
   -5.950000E+00    -7.000000E-01     6.429794E-09
   -5.950000E+00    -6.500000E-01     6.399957E-09
   -5.950000E+00    -6.000000E-01     6.468462E-09
   -5.950000E+00    -5.500000E-01     6.634857E-09
   -5.950000E+00    -5.000000E-01     6.892856E-09
   -5.950000E+00    -4.500000E-01     7.230444E-09
   -5.950000E+00    -4.000000E-01     7.630280E-09
   -5.950000E+00    -3.500000E-01     8.070430E-09
   -5.950000E+00    -3.000000E-01     8.525467E-09
   -5.950000E+00    -2.500000E-01     8.967928E-09
   -5.950000E+00    -2.000000E-01     9.370080E-09
   -5.950000E+00    -1.500000E-01     9.705875E-09
   -5.950000E+00    -1.000000E-01     9.952936E-09
   -5.950000E+00    -5.000000E-02     1.009437E-08
   -5.950000E+00     0.000000E+00     1.012023E-08
   -5.950000E+00     5.000000E-02     1.002839E-08
   -5.950000E+00     1.000000E-01     9.824834E-09
   -5.950000E+00     1.500000E-01     9.523162E-09
   -5.950000E+00     2.000000E-01     9.143541E-09
   -5.950000E+00     2.500000E-01     8.711085E-09
   -5.950000E+00     3.000000E-01     8.253929E-09
   -5.950000E+00     3.500000E-01     7.801159E-09
   -5.950000E+00     4.000000E-01     7.380830E-09
   -5.950000E+00     4.500000E-01     7.018192E-09
   -5.950000E+00     5.000000E-01     6.734256E-09
   -5.950000E+00     5.500000E-01     6.544741E-09
   -5.950000E+00     6.000000E-01     6.459389E-09
   -5.950000E+00     6.500000E-01     6.481637E-09
   -5.950000E+00     7.000000E-01     6.608588E-09
   -5.950000E+00     7.500000E-01     6.831255E-09
   -5.950000E+00     8.000000E-01     7.135056E-09
   -5.950000E+00     8.500000E-01     7.500561E-09
   -5.950000E+00     9.000000E-01     7.904496E-09
   -5.950000E+00     9.500000E-01     8.320998E-09
   -5.950000E+00     1.000000E+00     8.723101E-09
   -5.950000E+00     1.050000E+00     9.084382E-09
   -5.950000E+00     1.100000E+00     9.380674E-09
   -5.950000E+00     1.150000E+00     9.591702E-09
   -5.950000E+00     1.200000E+00     9.702502E-09
   -5.950000E+00     1.250000E+00     9.704463E-09
   -5.950000E+00     1.300000E+00     9.595897E-09
   -5.950000E+00     1.350000E+00     9.382050E-09
   -5.950000E+00     1.400000E+00     9.074567E-09
   -5.950000E+00     1.450000E+00     8.690472E-09
   -5.950000E+00     1.500000E+00     8.250760E-09
   -5.950000E+00     1.550000E+00     7.778782E-09
   -5.950000E+00     1.600000E+00     7.298569E-09
